Text,Start Location,End Location,Is Quote,Speaker
"And
he thumped with his fists like a naughty child, and turned to his son,
saying,",5480,5564,False,Narrator
said the son.,5635,5650,False,Narrator
"He did not look at the ladies as he spoke, but his voice was perplexed
and sorrowful. Lucy, too, was perplexed; but she saw that they were in
for what is known as",5680,5845,False,Narrator
"and she had an odd feeling that
whenever these ill-bred tourists spoke the contest widened and deepened
till it dealt, not with rooms and views, but with—well, with something
quite different, whose existence she had not realized before. Now the
old man attacked Miss Bartlett almost violently: Why should she not
change? What possible objection had she? They would clear out in half
an hour.

Miss Bartlett, though skilled in the delicacies of conversation, was
powerless in the presence of brutality. It was impossible to snub any
one so gross. Her face reddened with displeasure. She looked around as
much as to say,",5861,6481,False,Narrator
"And two little old ladies, who
were sitting further up the table, with shawls hanging over the backs
of the chairs, looked back, clearly indicating",6505,6654,False,Narrator
"she said to Lucy, and began to toy again with
the meat that she had once censured.

Lucy mumbled that those seemed very odd people opposite.",6709,6852,False,Narrator
"Hardly had she announced this fell decision when she reversed it. The
curtains at the end of the room parted, and revealed a clergyman, stout
but attractive, who hurried forward to take his place at the table,
cheerfully apologizing for his lateness. Lucy, who had not yet acquired
decency, at once rose to her feet, exclaiming:",6936,7267,False,Narrator
"Miss Bartlett said, with more restraint:",7387,7431,False,Narrator
"The clergyman, who had the air of one on a holiday, did not remember
the ladies quite as clearly as they remembered him. But he came forward
pleasantly enough and accepted the chair into which he was beckoned by
Lucy.",7623,7844,False,Narrator
"said the girl, who was in a state of
spiritual starvation, and would have been glad to see the waiter if her
cousin had permitted it.",7872,8007,False,Narrator
"said Miss
Bartlett, filling up the gap,",8150,8191,False,Narrator
said the clergyman.,8454,8475,False,Narrator
"Mr. Beebe
bowed.",8650,8669,False,Narrator
"He preferred to talk to Lucy, whose playing he remembered, rather than
to Miss Bartlett, who probably remembered his sermons. He asked the
girl whether she knew Florence well, and was informed at some length
that she had never been there before. It is delightful to advise a
newcomer, and he was first in the field.",8894,9212,False,Narrator
his advice concluded.,9246,9269,False,Narrator
cried a voice from the top of the table.,9375,9417,False,Narrator
whispered Miss Bartlett to her cousin.,9529,9569,False,Narrator
"And, indeed, a perfect torrent of information burst on them. People
told them what to see, when to see it, how to stop the electric trams,
how to get rid of the beggars, how much to give for a vellum blotter,
how much the place would grow upon them. The Pension Bertolini had
decided, almost enthusiastically, that they would do. Whichever way
they looked, kind ladies smiled and shouted at them. And above all rose
the voice of the clever lady, crying:",9586,10042,False,Narrator
"The young man named George glanced at the clever lady, and then
returned moodily to his plate. Obviously he and his father did not do.
Lucy, in the midst of her success, found time to wish they did. It gave
her no extra pleasure that any one should be left in the cold; and when
she rose to go, she turned back and gave the two outsiders a nervous
little bow.

The father did not see it; the son acknowledged it, not by another bow,
but by raising his eyebrows and smiling; he seemed to be smiling across
something.

She hastened after her cousin, who had already disappeared through the
curtains—curtains which smote one in the face, and seemed heavy with
more than cloth. Beyond them stood the unreliable Signora, bowing
good-evening to her guests, and supported by ’Enery, her little boy,
and Victorier, her daughter. It made a curious little scene, this
attempt of the Cockney to convey the grace and geniality of the South.
And even more curious was the drawing-room, which attempted to rival
the solid comfort of a Bloomsbury boarding-house. Was this really
Italy?

Miss Bartlett was already seated on a tightly stuffed arm-chair, which
had the colour and the contours of a tomato. She was talking to Mr.
Beebe, and as she spoke, her long narrow head drove backwards and
forwards, slowly, regularly, as though she were demolishing some
invisible obstacle.",10197,11561,False,Narrator
she was saying.,11591,11608,False,Narrator
He expressed his regret.,11712,11740,False,Narrator
"He pressed her very slightly, and she said more.",11933,11985,False,Narrator
"she concluded,",12004,12020,False,Narrator
"said he. He seemed thoughtful, and after a
few moments added:",12255,12318,False,Narrator
"Again he hesitated, and then said
gently:",12485,12528,False,Narrator
"Lucy was pleased, and said:",12928,12958,False,Narrator
"said Miss Bartlett,",13554,13575,False,Narrator
"Mr. Beebe accepted the convenient word, not without a slight twitching
of the lips.",13600,13687,False,Narrator
said Miss Bartlett.,13994,14015,False,Narrator
he answered;,14133,14147,False,Narrator
"He replied, with some irritation, that it would be quite unnecessary,
and got up from his seat to go to the smoking-room.",14246,14371,False,Narrator
"said Miss Bartlett, as soon as he had disappeared.",14386,14438,False,Narrator
exclaimed Lucy.,14625,14642,False,Narrator
"said Lucy despondently.

There was a haze of disapproval in the air, but whether the disapproval
was of herself, or of Mr. Beebe, or of the fashionable world at Windy
Corner, or of the narrow world at Tunbridge Wells, she could not
determine. She tried to locate it, but as usual she blundered. Miss
Bartlett sedulously denied disapproving of any one, and added",15175,15538,False,Narrator
And the girl again thought:,15599,15629,False,Narrator
"Fortunately one of the little old ladies, who for some time had been
smiling very benignly, now approached and asked if she might be allowed
to sit where Mr. Beebe had sat. Permission granted, she began to
chatter gently about Italy, the plunge it had been to come there, the
gratifying success of the plunge, the improvement in her sister’s
health, the necessity of closing the bed-room windows at night, and of
thoroughly emptying the water-bottles in the morning. She handled her
subjects agreeably, and they were, perhaps, more worthy of attention
than the high discourse upon Guelfs and Ghibellines which was
proceeding tempestuously at the other end of the room. It was a real
catastrophe, not a mere episode, that evening of hers at Venice, when
she had found in her bedroom something that is one worse than a flea,
though one better than something else.",15735,16600,False,Narrator
said poor Lucy.,16698,16715,False,Narrator
She sighed.,16776,16789,False,Narrator
said Miss Bartlett.,16925,16947,False,Narrator
"said the little old lady; and they murmured that one could
not be too careful with a young girl.

Lucy tried to look demure, but could not help feeling a great fool. No
one was careful with her at home; or, at all events, she had not
noticed it.",17078,17326,False,Narrator
"said Miss Bartlett, puzzled at the word.",17527,17569,False,Narrator
said the other helplessly.,17638,17666,False,Narrator
"She proceeded no further into things, for Mr. Beebe reappeared, looking
extremely pleasant.",17715,17810,False,Narrator
"he cried,",17826,17837,False,Narrator
"cried Lucy to her cousin,",18077,18104,False,Narrator
Miss Bartlett was silent.,18184,18213,False,Narrator
"said Mr. Beebe, after a pause,",18222,18254,False,Narrator
"Gravely displeased, he turned to go. Not till then did Miss Bartlett
reply:",18321,18399,False,Narrator
"She raised her voice as she spoke; it was heard all over the
drawing-room, and silenced the Guelfs and the Ghibellines. The
clergyman, inwardly cursing the female sex, bowed, and departed with
her message.",18811,19020,False,Narrator
"Mr. Beebe was back, saying rather nervously:",19145,19193,False,Narrator
"The young man gazed down on the three ladies, who felt seated on the
floor, so low were their chairs.",19247,19352,False,Narrator
"he said,",19364,19374,False,Narrator
"Miss Bartlett was unequal to the bath. All her barbed civilities came
forth wrong end first. Young Mr. Emerson scored a notable triumph to
the delight of Mr. Beebe and to the secret delight of Lucy.",19514,19716,False,Narrator
"said Miss Bartlett, as soon as he had gone.",19733,19779,False,Narrator
"said Mr. Beebe. Then
looking rather thoughtfully at the two cousins, he retired to his own
rooms, to write up his philosophic diary.",19916,20051,False,Narrator
"breathed the little old lady, and shuddered as if all the
winds of heaven had entered the apartment.",20062,20164,False,Narrator
"Her voice faded away, but Miss Bartlett seemed to understand
and a conversation developed, in which gentlemen who did not thoroughly
realize played a principal part. Lucy, not realizing either, was
reduced to literature. Taking up Baedeker’s Handbook to Northern Italy,
she committed to memory the most important dates of Florentine History.
For she was determined to enjoy herself on the morrow. Thus the
half-hour crept profitably away, and at last Miss Bartlett rose with a
sigh, and said:",20201,20696,False,Narrator
said Lucy.,20809,20822,False,Narrator
"Charlotte’s energy! And her unselfishness! She had been thus all her
life, but really, on this Italian tour, she was surpassing herself. So
Lucy felt, or strove to feel. And yet—there was a rebellious spirit in
her which wondered whether the acceptance might not have been less
delicate and more beautiful. At all events, she entered her own room
without any feeling of joy.",20903,21281,False,Narrator
"said Miss Bartlett,",21301,21322,False,Narrator
Lucy was bewildered.,21523,21547,False,Narrator
"said Lucy, but again had the sense of
larger and unsuspected issues.

Miss Bartlett only sighed, and enveloped her in a protecting embrace as
she wished her good-night. It gave Lucy the sensation of a fog, and
when she reached her own room she opened the window and breathed the
clean night air, thinking of the kind old man who had enabled her to
see the lights dancing in the Arno and the cypresses of San Miniato,
and the foot-hills of the Apennines, black against the rising moon.

Miss Bartlett, in her room, fastened the window-shutters and locked the
door, and then made a tour of the apartment to see where the cupboards
led, and whether there were any oubliettes or secret entrances. It was
then that she saw, pinned up over the washstand, a sheet of paper on
which was scrawled an enormous note of interrogation. Nothing more.",21850,22689,False,Narrator
"she thought, and she examined it carefully by the
light of a candle. Meaningless at first, it gradually became menacing,
obnoxious, portentous with evil. She was seized with an impulse to
destroy it, but fortunately remembered that she had no right to do so,
since it must be the property of young Mr. Emerson. So she unpinned it
carefully, and put it between two pieces of blotting-paper to keep it
clean for him. Then she completed her inspection of the room, sighed
heavily according to her habit, and went to bed.




Chapter II
In Santa Croce with No Baedeker


It was pleasant to wake up in Florence, to open the eyes upon a bright
bare room, with a floor of red tiles which look clean though they are
not; with a painted ceiling whereon pink griffins and blue amorini
sport in a forest of yellow violins and bassoons. It was pleasant, too,
to fling wide the windows, pinching the fingers in unfamiliar
fastenings, to lean out into sunshine with beautiful hills and trees
and marble churches opposite, and close below, the Arno, gurgling
against the embankment of the road.

Over the river men were at work with spades and sieves on the sandy
foreshore, and on the river was a boat, also diligently employed for
some mysterious end. An electric tram came rushing underneath the
window. No one was inside it, except one tourist; but its platforms
were overflowing with Italians, who preferred to stand. Children tried
to hang on behind, and the conductor, with no malice, spat in their
faces to make them let go. Then soldiers appeared—good-looking,
undersized men—wearing each a knapsack covered with mangy fur, and a
great-coat which had been cut for some larger soldier. Beside them
walked officers, looking foolish and fierce, and before them went
little boys, turning somersaults in time with the band. The tramcar
became entangled in their ranks, and moved on painfully, like a
caterpillar in a swarm of ants. One of the little boys fell down, and
some white bullocks came out of an archway. Indeed, if it had not been
for the good advice of an old man who was selling button-hooks, the
road might never have got clear.

Over such trivialities as these many a valuable hour may slip away, and
the traveller who has gone to Italy to study the tactile values of
Giotto, or the corruption of the Papacy, may return remembering nothing
but the blue sky and the men and women who live under it. So it was as
well that Miss Bartlett should tap and come in, and having commented on
Lucy’s leaving the door unlocked, and on her leaning out of the window
before she was fully dressed, should urge her to hasten herself, or the
best of the day would be gone. By the time Lucy was ready her cousin
had done her breakfast, and was listening to the clever lady among the
crumbs.

A conversation then ensued, on not unfamiliar lines. Miss Bartlett was,
after all, a wee bit tired, and thought they had better spend the
morning settling in; unless Lucy would at all like to go out? Lucy
would rather like to go out, as it was her first day in Florence, but,
of course, she could go alone. Miss Bartlett could not allow this. Of
course she would accompany Lucy everywhere. Oh, certainly not; Lucy
would stop with her cousin. Oh, no! that would never do. Oh, yes!

At this point the clever lady broke in.",22709,26010,False,Narrator
"Miss Bartlett was unconvinced by the safety of Contessa Baroncelli’s
daughters. She was determined to take Lucy herself, her head not being
so very bad. The clever lady then said that she was going to spend a
long morning in Santa Croce, and if Lucy would come too, she would be
delighted.",26438,26731,False,Narrator
"Lucy said that this was most kind, and at once opened the Baedeker, to
see where Santa Croce was.",26846,26947,False,Narrator
"This sounded very interesting, and Lucy hurried over her breakfast, and
started with her new friend in high spirits. Italy was coming at last.
The Cockney Signora and her works had vanished like a bad dream.

Miss Lavish—for that was the clever lady’s name—turned to the right
along the sunny Lung’ Arno. How delightfully warm! But a wind down the
side streets cut like a knife, didn’t it? Ponte alle
Grazie—particularly interesting, mentioned by Dante. San
Miniato—beautiful as well as interesting; the crucifix that kissed a
murderer—Miss Honeychurch would remember the story. The men on the
river were fishing. (Untrue; but then, so is most information.) Then
Miss Lavish darted under the archway of the white bullocks, and she
stopped, and she cried:",27171,27929,False,Narrator
"said Lucy, who had inherited from her mother
a distaste to dirt.",28041,28108,False,Narrator
was the retort;,28149,28166,False,Narrator
bowing right and left.,28213,28237,False,Narrator
"So Miss Lavish proceeded through the streets of the city of Florence,
short, fidgety, and playful as a kitten, though without a kitten’s
grace. It was a treat for the girl to be with any one so clever and so
cheerful; and a blue military cloak, such as an Italian officer wears,
only increased the sense of festivity.",28319,28640,False,Narrator
exclaimed Lucy.,28871,28888,False,Narrator
"Miss Lavish seemed interested, and slackened her trot.",29448,29506,False,Narrator
"Miss Lavish looked at the narrow ribbon of sky, and murmured:",29758,29822,False,Narrator
"said Lucy, fearful of being thought a snob.",29871,29916,False,Narrator
"Miss Lavish was not disgusted, and said it was just the size of her
aunt’s Suffolk estate. Italy receded. They tried to remember the last
name of Lady Louisa someone, who had taken a house near Summer Street
the other year, but she had not liked it, which was odd of her. And
just as Miss Lavish had got the name, she broke off and exclaimed:",29983,30329,False,Narrator
"Certainly they had seemed a long time in reaching Santa Croce, the
tower of which had been plainly visible from the landing window. But
Miss Lavish had said so much about knowing her Florence by heart, that
Lucy had followed her with no misgivings.",30382,30634,False,Narrator
"Lucy, who wanted to see Santa Croce, suggested, as a possible solution,
that they should ask the way there.",30874,30985,False,Narrator
"Accordingly they drifted through a series of those grey-brown streets,
neither commodious nor picturesque, in which the eastern quarter of the
city abounds. Lucy soon lost interest in the discontent of Lady Louisa,
and became discontented herself. For one ravishing moment Italy
appeared. She stood in the Square of the Annunziata and saw in the
living terra-cotta those divine babies whom no cheap reproduction can
ever stale. There they stood, with their shining limbs bursting from
the garments of charity, and their strong white arms extended against
circlets of heaven. Lucy thought she had never seen anything more
beautiful; but Miss Lavish, with a shriek of dismay, dragged her
forward, declaring that they were out of their path now by at least a
mile.

The hour was approaching at which the continental breakfast begins, or
rather ceases, to tell, and the ladies bought some hot chestnut paste
out of a little shop, because it looked so typical. It tasted partly of
the paper in which it was wrapped, partly of hair oil, partly of the
great unknown. But it gave them strength to drift into another Piazza,
large and dusty, on the farther side of which rose a black-and-white
façade of surpassing ugliness. Miss Lavish spoke to it dramatically. It
was Santa Croce. The adventure was over.",31146,32447,False,Narrator
laughed Miss Lavish.,32761,32783,False,Narrator
"Miss Lavish laid her hand pleasantly on Lucy’s arm, as if to suggest
that she, at all events, would get full marks. In this exalted mood
they reached the steps of the great church, and were about to enter it
when Miss Lavish stopped, squeaked, flung up her arms, and cried:",32988,33265,False,Narrator
"And in a moment she was away over the Piazza, her military cloak
flapping in the wind; nor did she slacken speed till she caught up an
old man with white whiskers, and nipped him playfully upon the arm.

Lucy waited for nearly ten minutes. Then she began to get tired. The
beggars worried her, the dust blew in her eyes, and she remembered that
a young girl ought not to loiter in public places. She descended slowly
into the Piazza with the intention of rejoining Miss Lavish, who was
really almost too original. But at that moment Miss Lavish and her
local-colour box moved also, and disappeared down a side street, both
gesticulating largely. Tears of indignation came to Lucy’s eyes partly
because Miss Lavish had jilted her, partly because she had taken her
Baedeker. How could she find her way home? How could she find her way
about in Santa Croce? Her first morning was ruined, and she might never
be in Florence again. A few minutes ago she had been all high spirits,
talking as a woman of culture, and half persuading herself that she was
full of originality. Now she entered the church depressed and
humiliated, not even able to remember whether it was built by the
Franciscans or the Dominicans. Of course, it must be a wonderful
building. But how like a barn! And how very cold! Of course, it
contained frescoes by Giotto, in the presence of whose tactile values
she was capable of feeling what was proper. But who was to tell her
which they were? She walked about disdainfully, unwilling to be
enthusiastic over monuments of uncertain authorship or date. There was
no one even to tell her which, of all the sepulchral slabs that paved
the nave and transepts, was the one that was really beautiful, the one
that had been most praised by Mr. Ruskin.

Then the pernicious charm of Italy worked on her, and, instead of
acquiring information, she began to be happy. She puzzled out the
Italian notices—the notices that forbade people to introduce dogs into
the church—the notice that prayed people, in the interest of health and
out of respect to the sacred edifice in which they found themselves,
not to spit. She watched the tourists; their noses were as red as their
Baedekers, so cold was Santa Croce. She beheld the horrible fate that
overtook three Papists—two he-babies and a she-baby—who began their
career by sousing each other with the Holy Water, and then proceeded to
the Machiavelli memorial, dripping but hallowed. Advancing towards it
very slowly and from immense distances, they touched the stone with
their fingers, with their handkerchiefs, with their heads, and then
retreated. What could this mean? They did it again and again. Then Lucy
realized that they had mistaken Machiavelli for some saint, hoping to
acquire virtue. Punishment followed quickly. The smallest he-baby
stumbled over one of the sepulchral slabs so much admired by Mr.
Ruskin, and entangled his feet in the features of a recumbent bishop.
Protestant as she was, Lucy darted forward. She was too late. He fell
heavily upon the prelate’s upturned toes.",33327,36379,False,Narrator
"exclaimed the voice of old Mr. Emerson, who had
darted forward also.",36396,36466,False,Narrator
"The child screamed frantically at these words, and at these dreadful
people who picked him up, dusted him, rubbed his bruises, and told him
not to be superstitious.",36620,36788,False,Narrator
said Mr. Emerson to Lucy.,36802,36829,False,Narrator
"The child’s legs had become as melting wax. Each time that old Mr.
Emerson and Lucy set it erect it collapsed with a roar. Fortunately an
Italian lady, who ought to have been saying her prayers, came to the
rescue. By some mysterious virtue, which mothers alone possess, she
stiffened the little boy’s back-bone and imparted strength to his
knees. He stood. Still gibbering with agitation, he walked away.",36924,37333,False,Narrator
said Mr. Emerson.,37358,37377,False,Narrator
He paused for a phrase.,37556,37583,False,Narrator
"said the Italian lady, and returned to her prayers.",37592,37646,False,Narrator
"suggested Lucy.

In her chastened mood she no longer despised the Emersons. She was
determined to be gracious to them, beautiful rather than delicate, and,
if possible, to erase Miss Bartlett’s civility by some gracious
reference to the pleasant rooms.",37685,37940,False,Narrator
was Mr. Emerson’s reply.,37976,38002,False,Narrator
"cried Lucy, remembering her grievance.",38098,38138,False,Narrator
said Mr. Emerson.,38339,38359,False,Narrator
"said the son, addressing the
young lady for the first time.",38401,38463,False,Narrator
said Mr. Emerson.,38523,38542,False,Narrator
"Lucy was puzzled. She was again conscious of some new idea, and was not
sure whither it would lead her.",38644,38751,False,Narrator
"said the son,",38775,38790,False,Narrator
"Was this
where the idea would lead? She took refuge in her dignity.",38813,38883,False,Narrator
"said the old man gently,",39169,39195,False,Narrator
"Now, this was abominably impertinent, and she ought to have been
furious. But it is sometimes as difficult to lose one’s temper as it is
difficult at other times to keep it. Lucy could not get cross. Mr.
Emerson was an old man, and surely a girl might humour him. On the
other hand, his son was a young man, and she felt that a girl ought to
be offended with him, or at all events be offended before him. It was
at him that she gazed before replying.",39450,39904,False,Narrator
"The son nodded. With a look of sombre satisfaction, he led the way to
the Peruzzi Chapel. There was a hint of the teacher about him. She felt
like a child in school who had answered a question rightly.

The chapel was already filled with an earnest congregation, and out of
them rose the voice of a lecturer, directing them how to worship
Giotto, not by tactful valuations, but by the standards of the spirit.",40011,40424,False,Narrator
"he was saying,",40435,40451,False,Narrator
"“No!” exclaimed Mr. Emerson, in much too loud a voice for church.",40898,40966,False,Narrator
He was referring to the fresco of the,41236,41276,False,Narrator
"Inside,
the lecturer’s voice faltered, as well it might. The audience shifted
uneasily, and so did Lucy. She was sure that she ought not to be with
these men; but they had cast a spell over her. They were so serious and
so strange that she could not remember how to behave.",41300,41576,False,Narrator
George replied:,41624,41643,False,Narrator
said his father.,41868,41886,False,Narrator
said a frigid voice.,42168,42190,False,Narrator
"The lecturer was a clergyman, and his audience must be also his flock,
for they held prayer-books as well as guide-books in their hands. They
filed out of the chapel in silence. Amongst them were the two little
old ladies of the Pension Bertolini—Miss Teresa and Miss Catherine
Alan.",42270,42557,False,Narrator
cried Mr. Emerson.,42564,42584,False,Narrator
"The procession disappeared without a word.

Soon the lecturer could be heard in the next chapel, describing the
life of St. Francis.",42626,42762,False,Narrator
"George went into the next chapel and returned, saying",42822,42878,False,Narrator
"said George.

But Mr. Emerson, contrite and unhappy, hurried away to apologize to the
Rev. Cuthbert Eager. Lucy, apparently absorbed in a lunette, could hear
the lecture again interrupted, the anxious, aggressive voice of the old
man, the curt, injured replies of his opponent. The son, who took every
little contretemps as if it were a tragedy, was listening also.",43152,43520,False,Narrator
he informed her.,43567,43585,False,Narrator
"said she, smiling nervously.",43632,43663,False,Narrator
"said Lucy, though in her heart she sympathized;",43835,43884,False,Narrator
"He threw up his head in disdain. Apparently she had given the wrong
answer. She watched the singular creature pace up and down the chapel.
For a young man his face was rugged, and—until the shadows fell upon
it—hard. Enshadowed, it sprang into tenderness. She saw him once again
at Rome, on the ceiling of the Sistine Chapel, carrying a burden of
acorns. Healthy and muscular, he yet gave her the feeling of greyness,
of tragedy that might only find solution in the night. The feeling soon
passed; it was unlike her to have entertained anything so subtle. Born
of silence and of unknown emotion, it passed when Mr. Emerson returned,
and she could re-enter the world of rapid talk, which was alone
familiar to her.",43937,44654,False,Narrator
asked his son tranquilly.,44673,44701,False,Narrator
"Scraps of the lecture on
St. Francis came floating round the partition wall.",44896,44975,False,Narrator
he continued to Lucy.,45002,45025,False,Narrator
"“Yes,” said Lucy.",45059,45079,False,Narrator
"He did not know, and suggested that they should try to guess it.
George, rather to her relief, refused to move, and she and the old man
wandered not unpleasantly about Santa Croce, which, though it is like a
barn, has harvested many beautiful things inside its walls. There were
also beggars to avoid and guides to dodge round the pillars, and an old
lady with her dog, and here and there a priest modestly edging to his
Mass through the groups of tourists. But Mr. Emerson was only half
interested. He watched the lecturer, whose success he believed he had
impaired, and then he anxiously watched his son.",45159,45769,False,Narrator
he said uneasily.,45803,45822,False,Narrator
she replied.,45862,45876,False,Narrator
Lucy again felt that this did not do.,46128,46169,False,Narrator
he repeated.,46179,46193,False,Narrator
"“Oh, dear!” said Lucy.",46208,46234,False,Narrator
"She was no theologian, but she felt that here was a very foolish old
man, as well as a very irreligious one. She also felt that her mother
might not like her talking to that kind of person, and that Charlotte
would object most strongly.",46525,46765,False,Narrator
he asked.,46794,46805,False,Narrator
Lucy had made no suggestion. Suddenly he said:,46985,47035,False,Narrator
To this extraordinary speech Lucy found no answer.,47685,47739,False,Narrator
"asked Lucy fearfully, expecting some harrowing tale.",47820,47875,False,Narrator
"In his ordinary voice, so that she scarcely realized he was quoting
poetry, he said:",48030,48118,False,Narrator
Miss Honeychurch assented.,48581,48611,False,Narrator
"Suddenly she laughed; surely one ought to laugh. A young man melancholy
because the universe wouldn’t fit, because life was a tangle or a wind,
or a Yes, or something!",48757,48928,False,Narrator
she cried.,48945,48957,False,Narrator
"Then
she became matronly.",48994,49021,False,Narrator
"The old man’s face saddened, and he touched her gently with his hand.
This did not alarm her; she thought that her advice had impressed him
and that he was thanking her for it. Indeed, he no longer alarmed her
at all; she regarded him as a kind thing, but quite silly. Her feelings
were as inflated spiritually as they had been an hour ago esthetically,
before she lost Baedeker. The dear George, now striding towards them
over the tombstones, seemed both pitiable and absurd. He approached,
his face in the shadow. He said:",49281,49809,False,Narrator
"said Lucy, suddenly collapsing and again seeing
the whole of life in a new perspective.",49850,49939,False,Narrator
"She checked
herself.",50025,50048,False,Narrator
"exploded Mr. Emerson. “Poor girl!”

She could not let this pass, for it was just what she was feeling
herself.",50060,50173,False,Narrator
