Text,Start Location,End Location,Is Quote,Speaker
"Valancy felt that she couldn’t tell anybody unless she had to. She felt
quite sure there was nothing at all seriously wrong with her heart and
no need of all the pother that would ensue if she mentioned it. She
would just slip up quietly and see Dr. Trent that very day. As for his
bill, she had the two hundred dollars that her father had put in the
bank for her the day she was born. She was never allowed to use even
the interest of this, but she would secretly take out enough to pay Dr.
Trent.

Dr. Trent was a gruff, outspoken, absent-minded old fellow, but he was
a recognised authority on heart disease, even if he were only a general
practitioner in out-of-the-world Deerwood. Dr. Trent was over seventy
and there had been rumours that he meant to retire soon. None of the
Stirling clan had ever gone to him since he had told Cousin Gladys, ten
years before, that her neuritis was all imaginary and that she enjoyed
it. You couldn’t patronise a doctor who insulted your
first-cousin-once-removed like that—not to mention that he was a
Presbyterian when all the Stirlings went to the Anglican church. But
Valancy, between the devil of disloyalty to clan and the deep sea of
fuss and clatter and advice, thought she would take a chance with the
devil.




CHAPTER II


When Cousin Stickles knocked at her door, Valancy knew it was half-past
seven and she must get up. As long as she could remember, Cousin
Stickles had knocked at her door at half-past seven. Cousin Stickles
and Mrs. Frederick Stirling had been up since seven, but Valancy was
allowed to lie abed half an hour longer because of a family tradition
that she was delicate. Valancy got up, though she hated getting up more
this morning than ever she had before. What was there to get up for?
Another dreary day like all the days that had preceded it, full of
meaningless little tasks, joyless and unimportant, that benefited
nobody. But if she did not get up at once she would not be ready for
breakfast at eight o’clock. Hard and fast times for meals were the rule
in Mrs. Stirling’s household. Breakfast at eight, dinner at one, supper
at six, year in and year out. No excuses for being late were ever
tolerated. So up Valancy got, shivering.

The room was bitterly cold with the raw, penetrating chill of a wet May
morning. The house would be cold all day. It was one of Mrs.
Frederick’s rules that no fires were necessary after the twenty-fourth
of May. Meals were cooked on the little oil-stove in the back porch.
And though May might be icy and October frost-bitten, no fires were
lighted until the twenty-first of October by the calendar. On the
twenty-first of October Mrs. Frederick began cooking over the kitchen
range and lighted a fire in the sitting-room stove in the evenings. It
was whispered about in the connection that the late Frederick Stirling
had caught the cold which resulted in his death during Valancy’s first
year of life because Mrs. Frederick would not have a fire on the
twentieth of October. She lighted it the next day—but that was a day
too late for Frederick Stirling.

Valancy took off and hung up in the closet her nightdress of coarse,
unbleached cotton, with high neck and long, tight sleeves. She put on
undergarments of a similar nature, a dress of brown gingham, thick,
black stockings and rubber-heeled boots. Of late years she had fallen
into the habit of doing her hair with the shade of the window by the
looking-glass pulled down. The lines on her face did not show so
plainly then. But this morning she jerked the shade to the very top and
looked at herself in the leprous mirror with a passionate determination
to see herself as the world saw her.

The result was rather dreadful. Even a beauty would have found that
harsh, unsoftened side-light trying. Valancy saw straight black hair,
short and thin, always lustreless despite the fact that she gave it one
hundred strokes of the brush, neither more nor less, every night of her
life and faithfully rubbed Redfern’s Hair Vigor into the roots, more
lustreless than ever in its morning roughness; fine, straight, black
brows; a nose she had always felt was much too small even for her
small, three-cornered, white face; a small, pale mouth that always fell
open a trifle over little, pointed white teeth; a figure thin and
flat-breasted, rather below the average height. She had somehow escaped
the family high cheek-bones, and her dark-brown eyes, too soft and
shadowy to be black, had a slant that was almost Oriental. Apart from
her eyes she was neither pretty nor ugly—just insignificant-looking,
she concluded bitterly. How plain the lines around her eyes and mouth
were in that merciless light! And never had her narrow, white face
looked so narrow and so white.

She did her hair in a pompadour. Pompadours had long gone out of
fashion, but they had been in when Valancy first put her hair up and
Aunt Wellington had decided that she must always wear her hair so.",19720,24662,False,Narrator
"said Aunt Wellington,
who always enunciated commonplaces as if uttering profound and
important truths.

Valancy had hankered to do her hair pulled low on her forehead, with
puffs above the ears, as Olive was wearing hers. But Aunt Wellington’s
dictum had such an effect on her that she never dared change her style
of hairdressing again. But then, there were so many things Valancy
never dared do.

All her life she had been afraid of something, she thought bitterly.
From the very dawn of recollection, when she had been so horribly
afraid of the big black bear that lived, so Cousin Stickles told her,
in the closet under the stairs.",24780,25418,False,Narrator
"Afraid of her mother’s sulky fits—afraid of offending Uncle
Benjamin—afraid of becoming a target for Aunt Wellington’s
contempt—afraid of Aunt Isabel’s biting comments—afraid of Uncle James’
disapproval—afraid of offending the whole clan’s opinions and
prejudices—afraid of not keeping up appearances—afraid to say what she
really thought of  anything—afraid of poverty in her old age.
Fear—fear—fear—she could never escape from it. It bound her and
enmeshed her like a spider’s web of steel. Only in her Blue Castle
could she find temporary release. And this morning Valancy could not
believe she had a Blue Castle. She would never be able to find it
again. Twenty-nine, unmarried, undesired—what had she to do with the
fairy-like chatelaine of the Blue Castle? She would cut such childish
nonsense out of her life forever and face reality unflinchingly.

She turned from her unfriendly mirror and looked out. The ugliness of
the view always struck her like a blow; the ragged fence, the
tumble-down old carriage-shop in the next lot, plastered with crude,
violently coloured advertisements; the grimy railway station beyond,
with the awful derelicts that were always hanging around it even at
this early hour. In the pouring rain everything looked worse than
usual, especially the beastly advertisement,",25533,26841,False,Narrator
"Valancy _had_ kept her schoolgirl complexion. That was
just the trouble. There was not a gleam of beauty anywhere—",26875,26990,False,Narrator
"thought Valancy drearily. Her brief bitterness had
passed. She accepted facts as resignedly as she had always accepted
them. She was one of the people whom life always passes by. There was
no altering that fact.

In this mood Valancy went down to breakfast.




CHAPTER III


Breakfast was always the same. Oatmeal porridge, which Valancy loathed,
toast and tea, and one teaspoonful of marmalade. Mrs. Frederick thought
two teaspoonfuls extravagant—but that did not matter to Valancy, who
hated marmalade, too. The chilly, gloomy little dining-room was
chillier and gloomier than usual; the rain streamed down outside the
window; departed Stirlings, in atrocious, gilt frames, wider than the
pictures, glowered down from the walls. And yet Cousin Stickles wished
Valancy many happy returns of the day!",27013,27817,False,Narrator
"was all her mother said.

Valancy sat up straight. She talked to her mother and Cousin Stickles
of the things they always talked of. She never wondered what would
happen if she tried to talk of something else. She knew. Therefore she
never did it.

Mrs. Frederick was offended with Providence for sending a rainy day
when she wanted to go to a picnic, so she ate her breakfast in a sulky
silence for which Valancy was rather grateful. But Christine Stickles
whined endlessly on as usual, complaining about everything—the weather,
the leak in the pantry, the price of oatmeal and butter—Valancy felt at
once she had buttered her toast too lavishly—the epidemic of mumps in
Deerwood.",27841,28525,False,Narrator
she foreboded.,28559,28576,False,Narrator
"said Mrs.
Frederick shortly.

Valancy had never had mumps—or whooping cough—or chicken-pox—or
measles—or anything she should have had—nothing but horrible colds
every winter. Doss’ winter colds were a sort of tradition in the
family. Nothing, it seemed, could prevent her from catching them. Mrs.
Frederick and Cousin Stickles did their heroic best. One winter they
kept Valancy housed up from November to May, in the warm sitting-room.
She was not even allowed to go to church. And Valancy took cold after
cold and ended up with bronchitis in June.",28630,29182,False,Narrator
"said Mrs. Frederick,
implying that it must be a Stirling tendency.",29224,29293,False,Narrator
"said Cousin Stickles resentfully.
_She_ had been a Stirling.",29327,29390,False,Narrator
"said Mrs. Frederick,",29400,29422,False,Narrator
"So that was the trouble. It was all Valancy’s own fault.

But on this particular morning Valancy’s unbearable grievance was that
she was called Doss. She had endured it for twenty-nine years, and all
at once she felt she could not endure it any longer. Her full name was
Valancy Jane. Valancy Jane was rather terrible, but she liked Valancy,
with its odd, out-land tang. It was always a wonder to Valancy that the
Stirlings had allowed her to be so christened. She had been told that
her maternal grandfather, old Amos Wansbarra, had chosen the name for
her. Her father had tacked on the Jane by way of civilising it, and the
whole connection got out of the difficulty by nicknaming her Doss. She
never got Valancy from any one but outsiders.",29505,30251,False,Narrator
"she said timidly,",30260,30279,False,Narrator
"Mrs. Frederick looked at her daughter in astonishment. She wore glasses
with enormously strong lenses that gave her eyes a peculiarly
disagreeable appearance.",30360,30522,False,Narrator
faltered Valancy.,30578,30598,False,Narrator
"Mrs. Frederick had been a Wansbarra and the Wansbarra smile was
not an asset.",30603,30682,False,Narrator
said the dear child desperately.,30802,30837,False,Narrator
"said
Mrs. Frederick.",30902,30924,False,Narrator
"said Cousin Stickles proudly.

Valancy looked at them furtively. Mrs. Frederick, except for those
terrible glasses and the hooked nose that made her look more like a
parrot than a parrot itself could look, was not ill-looking. At twenty
she might have been quite pretty. But Cousin Stickles! And yet
Christine Stickles had once been desirable in some man’s eyes. Valancy
felt that Cousin Stickles, with her broad, flat, wrinkled face, a mole
right on the end of her dumpy nose, bristling hairs on her chin,
wrinkled yellow neck, pale, protruding eyes, and thin, puckered mouth,
had yet this advantage over her—this right to look down on her. And
even yet Cousin Stickles was necessary to Mrs. Frederick. Valancy
wondered pitifully what it would be like to be wanted by some
one—needed by some one. No one in the whole world needed her, or would
miss anything from life if she dropped suddenly out of it. She was a
disappointment to her mother. No one loved her. She had never so much
as had a girl friend.",31027,32035,False,Narrator
"she had once admitted to
herself pitifully.",32074,32120,False,Narrator
"said Mrs. Frederick rebukingly.

It rained all the forenoon without cessation. Valancy pieced a quilt.
Valancy hated piecing quilts. And there was no need of it. The house
was full of quilts. There were three big chests, packed with quilts, in
the attic. Mrs. Frederick had begun storing away quilts when Valancy
was seventeen and she kept on storing them, though it did not seem
likely that Valancy would ever need them. But Valancy must be at work
and fancy work materials were too expensive. Idleness was a cardinal
sin in the Stirling household. When Valancy had been a child she had
been made to write down every night, in a small, hated, black notebook,
all the minutes she had spent in idleness that day. On Sundays her
mother made her tot them up and pray over them.

On this particular forenoon of this day of destiny Valancy spent only
ten minutes in idleness. At least, Mrs. Frederick and Cousin Stickles
would have called it idleness. She went to her room to get a better
thimble and she opened _Thistle Harvest_ guiltily at random.",32158,33205,False,Narrator
"wrote John Foster,",33230,33250,False,Narrator
"called her mother from the hall below,",34988,35028,False,Narrator
"Valancy dropped _Thistle Harvest_ like a hot coal and fled downstairs
to her patches; but she felt the strange exhilaration of spirit that
always came momentarily to her when she dipped into one of John
Foster’s books. Valancy did not know much about woods—except the
haunted groves of oak and pine around her Blue Castle. But she had
always secretly hankered after them and a Foster book about woods was
the next best thing to the woods themselves.

At noon it stopped raining, but the sun did not come out until three.
Then Valancy timidly said she thought she would go uptown.",35078,35661,False,Narrator
demanded her mother.,35697,35720,False,Narrator
asked Valancy bitterly.,36104,36130,False,Narrator
said Cousin Stickles.,36192,36215,False,Narrator
"They argued the matter for ten minutes longer and finally Mrs.
Frederick agreed rather grudgingly that Valancy might go.




CHAPTER IV",36305,36445,False,Narrator
"called Cousin Stickles, as Valancy left the
house.

Christine Stickles had never once forgotten to ask that question when
Valancy went out on a damp day.",36467,36623,False,Narrator
asked Mrs. Frederick.,36672,36696,False,Narrator
"Her voice implied that Valancy had died of a cold
several times already.",36791,36865,False,Narrator
"Valancy went, though nobody will ever know just how near she came to
hurling the rubber-plant into the street before she went. She hated
that grey flannel petticoat more than any other garment she owned.
Olive never had to wear flannel petticoats. Olive wore ruffled silk and
sheer lawn and filmy laced flounces. But Olive’s father had",37061,37399,False,Narrator
and Olive never had bronchitis. So there you were.,37414,37467,False,Narrator
"demanded Mrs.
Frederick. But Valancy was gone. She turned at the corner and looked
back down the ugly, prim, respectable street where she lived. The
Stirling house was the ugliest on it—more like a red brick box than
anything else. Too high for its breadth, and made still higher by a
bulbous glass cupola on top. About it was the desolate, barren peace of
an old house whose life is lived.

There was a very pretty little house, with leaded casements and dubbed
gables, just around the corner—a new house, one of those houses you
love the minute you see them. Clayton Markley had built it for his
bride. He was to be married to Jennie Lloyd in June. The little house,
it was said, was furnished from attic to cellar, in complete readiness
for its mistress.",37521,38281,False,Narrator
"thought Valancy sincerely—Clayton
Markley was not one of her many ideals—",38311,38385,False,Narrator
"she added bitterly,",38534,38555,False,Narrator
"In dreamland nothing would do Valancy but a castle of pale sapphire. In
real life she would have been fully satisfied with a little house of
her own. She envied Jennie Lloyd more fiercely than ever today. Jennie
was not so much better looking than she was, and not so very much
younger. Yet she was to have this delightful house. And the nicest
little Wedgwood teacups—Valancy had seen them; an open fireplace, and
monogrammed linen; hemstitched tablecloths, and china-closets. Why did
_everything_ come to some girls and _nothing_ to others? It wasn’t
fair.

Valancy was once more seething with rebellion as she walked along, a
prim, dowdy little figure in her shabby raincoat and three-year-old
hat, splashed occasionally by the mud of a passing motor with its
insulting shrieks. Motors were still rather a novelty in Deerwood,
though they were common in Port Lawrence, and most of the summer
residents up at Muskoka had them. In Deerwood only some of the smart
set had them; for even Deerwood was divided into sets. There was the
smart set—the intellectual set—the old-family set—of which the
Stirlings were members—the common run, and a few pariahs. Not one of
the Stirling clan had as yet condescended to a motor, though Olive was
teasing her father to have one. Valancy had never even been in a
motorcar. But she did not hanker after this. In truth, she felt rather
afraid of motorcars, especially at night. They seemed to be too much
like big purring beasts that might turn and crush you—or make some
terrible savage leap somewhere. On the steep mountain trails around her
Blue Castle only gaily caparisoned steeds might proudly pace; in real
life Valancy would have been quite contented to drive in a buggy behind
a nice horse. She got a buggy drive only when some uncle or cousin
remembered to fling her",38637,40452,False,Narrator
"like a bone to a dog.




CHAPTER V


Of course she must buy the tea in Uncle Benjamin’s grocery-store. To
buy it anywhere else was unthinkable. Yet Valancy hated to go to Uncle
Benjamin’s store on her twenty-ninth birthday. There was no hope that
he would not remember it.",40463,40739,False,Narrator
"demanded Uncle Benjamin, leeringly, as he tied up her tea,",40745,40805,False,Narrator
"Valancy, with Uncle Benjamin’s will in the background of her mind, said
meekly,",40845,40927,False,Narrator
"chuckled Uncle Benjamin,",40959,40985,False,Narrator
"The two clerks, Joe Hammond and Claude Bertram, chuckled also, and
Valancy disliked them a little more than ever. On the first day Claude
Bertram had seen her in the store she had heard him whisper to Joe,",41016,41224,False,Narrator
"And Joe had said,",41238,41257,False,Narrator
"Claude had asked with a snicker,
evidently thinking the question very clever. Valancy smarted anew with
the sting of that old recollection.",41330,41472,False,Narrator
Uncle Benjamin was saying.,41486,41514,False,Narrator
"Then Uncle Benjamin said an original thing. Uncle Benjamin said,",41652,41719,False,Narrator
