Quote,Start Location,End Location,Is Quote
"“Let me hope that you will rescind that resolution about the horse,
Miss Brooke,”",37588,37669,True
"“I assure you, riding is
the most healthy of exercises.”",37700,37756,True
"“I am aware of it,”",37758,37777,True
"“I think it would do Celia
good—if she would take to it.”",37801,37858,True
“But you are such a perfect horsewoman.”,37860,37900,True
"“Excuse me; I have had very little practice, and I should be easily
thrown.”",37902,37978,True
"“Then that is a reason for more practice. Every lady ought to be a
perfect horsewoman, that she may accompany her husband.”",37980,38103,True
"“You see how widely we differ, Sir James. I have made up my mind that I
ought not to be a perfect horsewoman, and so I should never correspond
to your pattern of a lady.”",38105,38275,True
"“I should like to know your reasons for this cruel resolution. It is
not possible that you should think horsemanship wrong.”",38455,38579,True
“It is quite possible that I should think it wrong for me.”,38581,38640,True
"“Oh, why?”",38642,38652,True
"“We must not inquire too curiously into motives,”",38779,38828,True
"“Miss Brooke knows that they are apt to become feeble in
the utterance: the aroma is mixed with the grosser air. We must keep
the germinating grain away from the light.”",38865,39034,True
"“Certainly,”",39674,39686,True
"“Miss Brooke shall not be urged to
tell reasons she would rather be silent upon. I am sure her reasons
would do her honor.”",39708,39831,True
"“Say, goddess, what ensued, when Raphael,
The affable archangel . . .
                    Eve
The story heard attentive, and was filled
With admiration, and deep muse, to hear
Of things so high and strange.”",40868,41075,True
“affable archangel;”,41938,41958,True
"“lords, knyghtes, and other noble and worthi men,
that conne Latyn but lytille.”",43217,43297,True
"“He thinks with me,”",44307,44327,True
"“or rather, he thinks a
whole world of which my thought is but a poor twopenny mirror. And his
feelings too, his whole experience—what a lake compared with my little
pool!”",44354,44526,True
"“Yes, now, but here!”",45720,45741,True
"“Look here—here is all about Greece. Rhamnus, the ruins of Rhamnus—you
are a great Grecian, now. I don’t know whether you have given much
study to the topography. I spent no end of time in making out these
things—Helicon, now. Here, now!—‘We started the next morning for
Parnassus, the double-peaked Parnassus.’ All this volume is about
Greece, you know,”",45835,46190,True
"“Female Scripture Characters,”",51952,51982,True
"“I should learn everything then,”",53285,53318,True
"“It would be my duty to
study that I might help him the better in his great works. There would
be nothing trivial about our lives. Every-day things with us would mean
the greatest things. It would be like marrying Pascal. I should learn
to see the truth by the same light as great men have seen it by. And
then I should know what to do, when I got older: I should see how it
was possible to lead a grand life here—now—in England. I don’t feel
sure about doing good in any way now: everything seems like going on a
mission to a people whose language I don’t know;—unless it were
building good cottages—there can be no doubt about that. Oh, I hope I
should be able to get the people well housed in Lowick! I will draw
plenty of plans while I have time.”",53402,54153,True
"“How delightful to meet you, Miss Brooke,”",54751,54793,True
"“It has hastened the pleasure I
was looking forward to.”",54862,54918,True
"“I have brought a little petitioner,”",55772,55809,True
"“or rather, I have
brought him to see if he will be approved before his petition is
offered.”",55819,55912,True
"“It is painful to me to see these creatures that are bred merely as
pets,”",56021,56095,True
"“Oh, why?”",38642,38652,True
"“I believe all the petting that is given them does not make them happy.
They are too helpless: their lives are too frail. A weasel or a mouse
that gets its own living is more interesting. I like to think that the
animals about us have souls something like our own, and either carry on
their own little affairs or can be companions to us, like Monk here.
Those creatures are parasitic.”",56263,56648,True
"“I am so glad I know that you do not like them,”",56650,56698,True
"“I should never keep them for myself, but ladies usually are fond of
these Maltese dogs. Here, John, take this dog, will you?”",56720,56846,True
"“You must not judge of Celia’s feeling from mine. I think she likes
these small pets. She had a tiny terrier once, which she was very fond
of. It made me unhappy, because I was afraid of treading on it. I am
rather short-sighted.”",57053,57283,True
"“You have your own opinion about everything, Miss Brooke, and it is
always a good opinion.”",57285,57376,True
"“Do you know, I envy you that,”",57434,57465,True
“I don’t quite understand what you mean.”,57551,57592,True
"“Your power of forming an opinion. I can form an opinion of persons. I
know when I like people. But about other matters, do you know, I have
often a difficulty in deciding. One hears very sensible things said on
opposite sides.”",57594,57822,True
"“Or that seem sensible. Perhaps we don’t always discriminate between
sense and nonsense.”",57824,57913,True
"“Exactly,”",31582,31592,True
"“But you seem to have the power of
discrimination.”",57983,58034,True
"“On the contrary, I am often unable to decide. But that is from
ignorance. The right conclusion is there all the same, though I am
unable to see it.”",58036,58185,True
"“I think there are few who would see it more readily. Do you know,
Lovegood was telling me yesterday that you had the best notion in the
world of a plan for cottages—quite wonderful for a young lady, he
thought. You had a real _genus_, to use his expression. He said you
wanted Mr. Brooke to build a new set of cottages, but he seemed to
think it hardly probable that your uncle would consent. Do you know,
that is one of the things I wish to do—I mean, on my own estate. I
should be so glad to carry out that plan of yours, if you would let me
see it. Of course, it is sinking money; that is why people object to
it. Laborers can never pay rent to make it answer. But, after all, it
is worth doing.”",58187,58887,True
"“Worth doing! yes, indeed,”",58889,58916,True
"“I think we deserve to be beaten out of
our beautiful houses with a scourge of small cords—all of us who let
tenants live in such sties as we see round us. Life in cottages might
be happier than ours, if they were real houses fit for human beings
from whom we expect duties and affections.”",58988,59278,True
“Will you show me your plan?”,59280,59309,True
"“Yes, certainly. I dare say it is very faulty. But I have been
examining all the plans for cottages in Loudon’s book, and picked out
what seem the best things. Oh what a happiness it would be to set the
pattern about here! I think instead of Lazarus at the gate, we should
put the pigsty cottages outside the park-gate.”",59311,59631,True
"“He thinks that Dodo cares about him, and she only
cares about her plans. Yet I am not certain that she would refuse him
if she thought he would let her manage everything and carry out all her
notions. And how very uncomfortable Sir James would be! I cannot bear
notions.”",60449,60721,True
"“Exactly,”",31582,31592,True
"“Sir James seems determined to do everything you wish,”",65982,66037,True
"“He is a good creature, and more sensible than any one would imagine,”",66122,66192,True
“You mean that he appears silly.”,66226,66259,True
"“No, no,”",33673,33682,True
"“but he does not talk equally well on all
subjects.”",66354,66406,True
"“I should think none but disagreeable people do,”",66408,66457,True
"“They must be very dreadful to live with. Only
think! at breakfast, and always.”",66496,66576,True
"“O Kitty, you are a wonderful creature!”",66596,66636,True
"“Of course people need not be always talking well. Only one
tells the quality of their minds when they try to talk well.”",66859,66980,True
“You mean that Sir James tries and fails.”,66982,67024,True
"“I was speaking generally. Why do you catechise me about Sir James? It
is not the object of his life to please me.”",67026,67141,True
"“Now, Dodo, can you really believe that?”",67143,67184,True
“Certainly. He thinks of me as a future sister—that is all.”,67186,67246,True
"“Pray do not make that mistake any longer, Dodo. When Tantripp was
brushing my hair the other day, she said that Sir James’s man knew from
Mrs. Cadwallader’s maid that Sir James was to marry the eldest Miss
Brooke.”",67461,67676,True
"“How can you let Tantripp talk such gossip to you, Celia?”",67678,67736,True
"“You must
have asked her questions. It is degrading.”",67876,67929,True
"“I see no harm at all in Tantripp’s talking to me. It is better to hear
what people say. You see what mistakes you make by taking up notions. I
am quite sure that Sir James means to make you an offer; and he
believes that you will accept him, especially since you have been so
pleased with him about the plans. And uncle too—I know he expects it.
Every one can see that Sir James is very much in love with you.”",67931,68342,True
“How could he expect it?”,68625,68650,True
"“I have never agreed with him about anything but the cottages: I was
barely polite to him before.”",68697,68795,True
"“But you have been so pleased with him since then; he has begun to feel
quite sure that you are fond of him.”",68797,68906,True
"“Fond of him, Celia! How can you choose such odious expressions?”",68908,68973,True
"“Dear me, Dorothea, I suppose it would be right for you to be fond of a
man whom you accepted for a husband.”",69004,69113,True
"“It is offensive to me to say that Sir James could think I was fond of
him. Besides, it is not the right word for the feeling I must have
towards the man I would accept as a husband.”",69115,69298,True
"“Well, I am sorry for Sir James. I thought it right to tell you,
because you went on as you always do, never looking just where you are,
and treading in the wrong place. You always see what nobody else sees;
it is impossible to satisfy you; yet you never see what is quite plain.
That’s your way, Dodo.”",69300,69603,True
"“It is very painful,”",69822,69843,True
"“I can have no
more to do with the cottages. I must be uncivil to him. I must tell him
I will have nothing to do with them. It is very painful.”",69877,70021,True
"“Wait a little. Think about it. You know he is going away for a day or
two to see his sister. There will be nobody besides Lovegood.”",70057,70190,True
"“Poor Dodo,”",70223,70235,True
“It is very hard: it is your favorite _fad_ to draw plans.”,70273,70332,True
"“_Fad_ to draw plans! Do you think I only care about my
fellow-creatures’ houses in that childish way? I may well make
mistakes. How can one ever do anything nobly Christian, living among
people with such petty thoughts?”",70334,70555,True
"“Pilgrim’s
Progress.”",70952,70973,True
"“Well, my dears,”",71602,71619,True
"“I hope
nothing disagreeable has happened while I have been away.”",71666,71732,True
"“No, uncle,”",71734,71746,True
"“we have been to Freshitt to look at the
cottages. We thought you would have been at home to lunch.”",71759,71859,True
"“I came by Lowick to lunch—you didn’t know I came by Lowick. And I have
brought a couple of pamphlets for you, Dorothea—in the library, you
know; they lie on the table in the library.”",71861,72045,True
"“I came back by Lowick, you know,”",73310,73344,True
"“I lunched there and
saw Casaubon’s library, and that kind of thing. There’s a sharp air,
driving. Won’t you sit down, my dear? You look cold.”",73568,73711,True
"“What news have
you brought about the sheep-stealer, uncle?”",74343,74403,True
"“What, poor Bunch?—well, it seems we can’t get him off—he is to be
hanged.”",74405,74480,True
"“Hanged, you know,”",74543,74562,True
"“Poor Romilly!
he would have helped us. I knew Romilly. Casaubon didn’t know Romilly.
He is a little buried in books, you know, Casaubon is.”",74598,74739,True
"“When a man has great studies and is writing a great work, he must of
course give up seeing much of the world. How can he go about making
acquaintances?”",74741,74894,True
"“That’s true. But a man mopes, you know. I have always been a bachelor
too, but I have that sort of disposition that I never moped; it was my
way to go about everywhere and take in everything. I never moped: but I
can see that Casaubon does, you know. He wants a companion—a companion,
you know.”",74896,75192,True
"“It would be a great honor to any one to be his companion,”",75194,75253,True
"“You like him, eh?”",75285,75304,True
"“Well, now, I’ve known Casaubon ten years, ever since he
came to Lowick. But I never got anything out of him—any ideas, you
know. However, he is a tiptop man and may be a bishop—that kind of
thing, you know, if Peel stays in. And he has a very high opinion of
you, my dear.”",75370,75644,True
"“The fact is, he has a very high opinion indeed of you. And he speaks
uncommonly well—does Casaubon. He has deferred to me, you not being of
age. In short, I have promised to speak to you, though I told him I
thought there was not much chance. I was bound to tell him that. I
said, my niece is very young, and that kind of thing. But I didn’t
think it necessary to go into everything. However, the long and the
short of it is, that he has asked my permission to make you an offer of
marriage—of marriage, you know,”",75673,76188,True
"“I thought it better to tell you, my dear.”",76232,76275,True
"“I thought it better to tell you, my dear.”",76232,76275,True
"“Thank you, uncle,”",76675,76694,True
"“I am
very grateful to Mr. Casaubon. If he makes me an offer, I shall accept
him. I admire and honor him more than any man I ever saw.”",76738,76873,True
"“Ah?
… Well! He is a good match in some respects. But now, Chettam is a good
match. And our land lies together. I shall never interfere against your
wishes, my dear. People should have their own way in marriage, and that
sort of thing—up to a certain point, you know. I have always said that,
up to a certain point. I wish you to marry well; and I have good reason
to believe that Chettam wishes to marry you. I mention it, you know.”",76942,77376,True
"“It is impossible that I should ever marry Sir James Chettam,”",77378,77440,True
"“If he thinks of marrying me, he has made a great mistake.”",77456,77515,True
"“That is it, you see. One never knows. I should have thought Chettam
was just the sort of man a woman would like, now.”",77517,77636,True
"“Pray do not mention him in that light again, uncle,”",77638,77691,True
"“Well, but Casaubon, now. There is no hurry—I mean for you. It’s true,
every year will tell upon him. He is over five-and-forty, you know. I
should say a good seven-and-twenty years older than you. To be sure,—if
you like learning and standing, and that sort of thing, we can’t have
everything. And his income is good—he has a handsome property
independent of the Church—his income is good. Still he is not young,
and I must not conceal from you, my dear, that I think his health is
not over-strong. I know nothing else against him.”",77977,78510,True
"“I should not wish to have a husband very near my own age,”",78512,78571,True
"“I should wish to have a husband who was
above me in judgment and in all knowledge.”",78608,78692,True
"“Ah?—I thought you had more of your
own opinion than most girls. I thought you liked your own opinion—liked
it, you know.”",78727,78849,True
"“I cannot imagine myself living without some opinions, but I should
wish to have good reasons for them, and a wise man could help me to see
which opinions had the best foundation, and would help me to live
according to them.”",78851,79076,True
"“Very true. You couldn’t put the thing better—couldn’t put it better,
beforehand, you know. But there are oddities in things,”",79078,79204,True
"“Life isn’t cast in a mould—not cut out by
rule and line, and that sort of thing. I never married myself, and it
will be the better for you and yours. The fact is, I never loved any
one well enough to put myself into a noose for them. It _is_ a noose,
you know. Temper, now. There is temper. And a husband likes to be
master.”",79318,79644,True
"“I know that I must expect trials, uncle. Marriage is a state of higher
duties. I never thought of it as mere personal ease,”",79646,79771,True
"“Well, you are not fond of show, a great establishment, balls, dinners,
that kind of thing. I can see that Casaubon’s ways might suit you
better than Chettam’s. And you shall do as you like, my dear. I would
not hinder Casaubon; I said so at once; for there is no knowing how
anything may turn out. You have not the same tastes as every young
lady; and a clergyman and scholar—who may be a bishop—that kind of
thing—may suit you better than Chettam. Chettam is a good fellow, a
good sound-hearted fellow, you know; but he doesn’t go much into ideas.
I did, when I was his age. But Casaubon’s eyes, now. I think he has
hurt them a little with too much reading.”",79793,80453,True
"“I should be all the happier, uncle, the more room there was for me to
help him,”",80455,80536,True
"“You have quite made up your mind, I see. Well, my dear, the fact is, I
have a letter for you in my pocket.”",80563,80671,True
"“There is not too much
hurry, my dear. Think about it, you know.”",80752,80817,True
"“Hard students are commonly troubled with gowts, catarrhs, rheums,
cachexia, bradypepsia, bad eyes, stone, and collick, crudities,
oppilations, vertigo, winds, consumptions, and all such diseases as
come by over-much sitting: they are most part lean, dry, ill-colored …
and all through immoderate pains and extraordinary studies. If you will
not believe the truth of this, look upon great Tostatus and Thomas
Aquainas’ works; and tell me whether those men took pains.”",81453,81921,True
"“air, with variations,”",86629,86652,True
"“Have you thought enough about this, my dear?”",88041,88087,True
"“There was no need to think long, uncle. I know of nothing to make me
vacillate. If I changed my mind, it must be because of something
important and entirely new to me.”",88106,88275,True
"“Ah!—then you have accepted him? Then Chettam has no chance? Has
Chettam offended you—offended you, you know? What is it you don’t like
in Chettam?”",88277,88425,True
"“There is nothing that I like in him,”",88427,88465,True
"“I mean in the light of a husband. He is very kind, I think—really very
good about the cottages. A well-meaning man.”",88656,88773,True
"“But you must have a scholar, and that sort of thing? Well, it lies a
little in our family. I had it myself—that love of knowledge, and going
into everything—a little too much—it took me too far; though that sort
of thing doesn’t often run in the female-line; or it runs underground
like the rivers in Greece, you know—it comes out in the sons. Clever
sons, clever mothers. I went a good deal into that, at one time.
However, my dear, I have always said that people should do as they like
in these things, up to a certain point. I couldn’t, as your guardian,
have consented to a bad match. But Casaubon stands well: his position
is good. I am afraid Chettam will be hurt, though, and Mrs. Cadwallader
will blame me.”",88775,89491,True
"“Celia, dear, come and kiss me,”",90852,90884,True
"“Don’t sit up, Dodo, you are so pale to-night: go to bed soon,”",91097,91160,True
"“No, dear, I am very, very happy,”",91225,91259,True
"“So much the better,”",91287,91308,True
"“But how strangely Dodo goes from
one extreme to the other.”",91324,91384,True
"“Jonas is come back, sir, and has brought this letter.”",91464,91519,True
"“Casaubon, my dear: he will be here to dinner; he didn’t wait to write
more—didn’t wait, you know.”",91590,91689,True
“ugly”,92294,92300,True
“by the bye.”,94877,94890,True
“Is any one else coming to dine besides Mr. Casaubon?”,94892,94946,True
“Not that I know of.”,94948,94969,True
"“I hope there is some one else. Then I shall not hear him eat his soup
so.”",94971,95046,True
“What is there remarkable about his soup-eating?”,95048,95097,True
"“Really, Dodo, can’t you hear how he scrapes his spoon? And he always
blinks before he speaks. I don’t know whether Locke blinked, but I’m
sure I am sorry for those who sat opposite to him if he did.”",95099,95299,True
"“Celia,”",95301,95309,True
"“pray don’t make any
more observations of that kind.”",95348,95401,True
"“Why not? They are quite true,”",95403,95434,True
“Many things are true which only the commonest minds observe.”,95537,95599,True
"“Then I think the commonest minds must be rather useful. I think it is
a pity Mr. Casaubon’s mother had not a commoner mind: she might have
taught him better.”",95601,95760,True
"“It is right to tell you, Celia, that I am engaged to marry Mr.
Casaubon.”",95949,96023,True
"“Oh, Dodo, I hope you will be happy.”",96323,96360,True
"“It is quite decided, then?”",96522,96550,True
"“And
uncle knows?”",96586,96604,True
"“I have accepted Mr. Casaubon’s offer. My uncle brought me the letter
that contained it; he knew about it beforehand.”",96606,96724,True
"“I beg your pardon, if I have said anything to hurt you, Dodo,”",96726,96789,True
"“Never mind, Kitty, do not grieve. We should never admire the same
people. I often offend in something of the same way; I am apt to speak
too strongly of those who don’t please me.”",97040,97221,True
“My dear young lady—Miss Brooke—Dorothea!”,98050,98092,True
"“this is a happiness greater than I had ever
imagined to be in reserve for me. That I should ever meet with a mind
and person so rich in the mingled graces which could render marriage
desirable, was far indeed from my conception. You have all—nay, more
than all—those qualities which I have ever regarded as the
characteristic excellences of womanhood. The great charm of your sex is
its capability of an ardent self-sacrificing affection, and herein we
see its fitness to round and complete the existence of our own.
Hitherto I have known few pleasures save of the severer kind: my
satisfactions have been those of the solitary student. I have been
little disposed to gather flowers that would wither in my hand, but now
I shall pluck them with eagerness, to place them in your bosom.”",98139,98925,True
"“I am very ignorant—you will quite wonder at my ignorance,”",99491,99550,True
"“I have so many thoughts that may be quite mistaken; and now
I shall be able to tell them all to you, and ask you about them. But,”",99566,99697,True
"“I will not trouble you too much; only when you are inclined to listen
to me. You must often be weary with the pursuit of subjects in your own
track. I shall gain enough if you will take me with you there.”",99768,99974,True
"“How should I be able now to persevere in any path without your
companionship?”",99976,100055,True
“How do you do?”,101679,101695,True
"“Well, Mrs. Fitchett, how are your fowls laying now?”",101926,101979,True
"“Pretty well for laying, madam, but they’ve ta’en to eating their eggs:
I’ve no peace o’ mind with ’em at all.”",102059,102170,True
"“Oh, the cannibals! Better sell them cheap at once. What will you sell
them a couple? One can’t eat fowls of a bad character at a high price.”",102172,102314,True
"“Well, madam, half-a-crown: I couldn’t let ’em go, not under.”",102316,102378,True
"“Half-a-crown, these times! Come now—for the Rector’s chicken-broth on
a Sunday. He has consumed all ours that I can spare. You are half paid
with the sermon, Mrs. Fitchett, remember that. Take a pair of
tumbler-pigeons for them—little beauties. You must come and see them.
You have no tumblers among your pigeons.”",102380,102695,True
"“Well, madam, Master Fitchett shall go and see ’em after work. He’s
very hot on new sorts; to oblige you.”",102697,102803,True
"“Oblige me! It will be the best bargain he ever made. A pair of church
pigeons for a couple of wicked Spanish fowls that eat their own eggs!
Don’t you and Fitchett boast too much, that is all!”",102805,102998,True
"“Sure_ly_, sure_ly_!”",103135,103156,True
"“I see you have had our Lowick Cicero here,”",104222,104266,True
"“I suspect you and he are brewing some bad polities, else you
would not be seeing so much of the lively man. I shall inform against
you: remember you are both suspicious characters since you took Peel’s
side about the Catholic Bill. I shall tell everybody that you are going
to put up for Middlemarch on the Whig side when old Pinkerton resigns,
and that Casaubon is going to help you in an underhand manner: going to
bribe the voters with pamphlets, and throw open the public-houses to
distribute them. Come, confess!”",104373,104892,True
"“Nothing of the sort,”",104894,104916,True
