Quote,Start Location,End Location,Is Quote
"“We saw also abundance of large whales, there being more in those
  southern seas, as I may say, by a hundred to one; than we have to the
  northward of us.”",15391,15548,True
"“... and the breath of the whale is frequently attended with such an
  insupportable smell, as to bring on a disorder of the brain.”",15609,15741,True
"“To fifty chosen sylphs of special note, We trust the important
  charge, the petticoat. Oft have we known that seven-fold fence to
  fail, Tho’ stuffed with hoops and armed with ribs of whale.”",15774,15968,True
"“If we compare land animals in respect to magnitude, with those that
  take up their abode in the deep, we shall find they will appear
  contemptible in the comparison. The whale is doubtless the largest
  animal in creation.”",15997,16223,True
"“If you should write a fable for little fishes, you would make them
  speak like great whales.”",16252,16347,True
"“In the afternoon we saw what was supposed to be a rock, but it was
  found to be a dead whale, which some Asiatics had killed, and were
  then towing ashore. They seemed to endeavor to conceal themselves
  behind the whale, in order to avoid being seen by us.”",16376,16637,True
"“The larger whales, they seldom venture to attack. They stand in so
  great dread of some of them, that when out at sea they are afraid to
  mention even their names, and carry dung, lime-stone, juniper-wood,
  and some other articles of the same nature in their boats, in order
  to terrify and prevent their too near approach.”",16662,16991,True
"“The Spermacetti Whale found by the Nantuckois, is an active, fierce
  animal, and requires vast address and boldness in the fishermen.”",17077,17213,True
"“And pray, sir, what in the world is equal to it?”",17288,17338,True
“Spain—a great whale stranded on the shores of Europe.”,17418,17473,True
"“A tenth branch of the king’s ordinary revenue, said to be grounded
  on the consideration of his guarding and protecting the seas from
  pirates and robbers, is the right to _royal_ fish, which are whale
  and sturgeon. And these, when either thrown ashore or caught near the
  coast, are the property of the king.”",17511,17827,True
"“Soon to the sport of death the crews repair: Rodmond unerring o’er
  his head suspends The barbed steel, and every turn attends.”",17847,17977,True
"“Bright shone the roofs, the domes, the spires, And rockets blew self
  driven, To hang their momentary fire Around the vault of heaven.

  “So fire with water to compare, The ocean serves on high, Up-spouted
  by a whale in air, To express unwieldy joy.”",18008,18263,True
"“Ten or fifteen gallons of blood are thrown out of the heart at a
  stroke, with immense velocity.”",18314,18413,True
"“The aorta of a whale is larger in the bore than the main pipe of the
  water-works at London Bridge, and the water roaring in its passage
  through that pipe is inferior in impetus and velocity to the blood
  gushing from the whale’s heart.”",18497,18739,True
“The whale is a mammiferous animal without hind feet.”,18764,18818,True
"“In 40 degrees south, we saw Spermacetti Whales, but did not take any
  till the first of May, the sea being then covered with them.”",18841,18974,True
"“In the free element beneath me swam, Floundered and dived, in play,
  in chace, in battle, Fishes of every colour, form, and kind; Which
  language cannot paint, and mariner Had never seen; from dread
  Leviathan To insect millions peopling every wave: Gather’d in shoals
  immense, like floating islands, Led by mysterious instincts through
  that waste And trackless region, though on every side Assaulted by
  voracious enemies, Whales, sharks, and monsters, arm’d in front or
  jaw, With swords, saws, spiral horns, or hooked fangs.”",19062,19600,True
"“Io!  Paean!  Io! sing. To the finny people’s king. Not a mightier
  whale than this In the vast Atlantic is; Not a fatter fish than he,
  Flounders round the Polar Sea.”",19646,19816,True
"“In the year 1690 some persons were on a high hill observing the
  whales spouting and sporting with each other, when one observed:
  there—pointing to the sea—is a green pasture where our children’s
  grand-children will go for bread.”",19864,20100,True
"“I built a cottage for Susan and myself and made a gateway in the
  form of a Gothic Arch, by setting up a whale’s jaw bones.”",20143,20269,True
"“She came to bespeak a monument for her first love, who had been
  killed by a whale in the Pacific ocean, no less than forty years
  ago.”",20308,20447,True
"“No, Sir, ’tis a Right Whale,”",20460,20490,True
"“I saw his sprout; he
  threw up a pair of as pretty rainbows as a Christian would wish to
  look at. He’s a raal oil-butt, that fellow!”",20505,20642,True
"“The papers were brought in, and we saw in the Berlin Gazette that
  whales had been introduced on the stage there.”",20665,20781,True
"“My God! Mr. Chace, what is the matter?”",20829,20869,True
"“we have been
  stove by a whale.”",20882,20916,True
"“_Narrative of the Shipwreck of the Whale Ship
  Essex of Nantucket, which was attacked and finally destroyed by a
  large Sperm Whale in the Pacific Ocean_.”",20918,21076,True
"“A mariner sat in the shrouds one night, The wind was piping free;
  Now bright, now dimmed, was the moonlight pale, And the phospher
  gleamed in the wake of the whale, As it floundered in the sea.”",21156,21355,True
"“The quantity of line withdrawn from the boats engaged in the capture
  of this one whale, amounted altogether to 10,440 yards or nearly six
  English miles....

  “Sometimes the whale shakes its tremendous tail in the air, which,
  cracking like a whip, resounds to the distance of three or four
  miles.”",21389,21695,True
"“Mad with the agonies he endures from these fresh attacks, the
  infuriated Sperm Whale rolls over and over; he rears his enormous
  head, and with wide expanded jaws snaps at everything around him; he
  rushes at the boats with his head; they are propelled before him with
  vast swiftness, and sometimes utterly destroyed.... It is a matter of
  great astonishment that the consideration of the habits of so
  interesting, and, in a commercial point of view, so important an
  animal (as the Sperm Whale) should have been so entirely neglected,
  or should have excited so little curiosity among the numerous, and
  many of them competent observers, that of late years, must have
  possessed the most abundant and the most convenient opportunities of
  witnessing their habitudes.”",21712,22495,True
“The Cachalot”,22553,22567,True
"“is not only better armed than the True
  Whale”",22582,22630,True
"“in possessing a formidable weapon
  at either extremity of its body, but also more frequently displays a
  disposition to employ these weapons offensively and in manner at once
  so artful, bold, and mischievous, as to lead to its being regarded as
  the most dangerous to attack of all the known species of the whale
  tribe.”",22658,22986,True
"“There she blows,”",23074,23092,True
“Where away?”,23128,23141,True
"“Three points off the lee bow,
  sir.”",23164,23202,True
“Raise up your wheel.  Steady!”,23203,23234,True
"“Steady, sir.”",23236,23250,True
"“Mast-head
  ahoy! Do you see that whale now?”",23251,23297,True
"“Ay ay, sir!  A shoal of Sperm
  Whales! There she blows!  There she breaches!”",23298,23377,True
"“Sing out! sing out
  every time!”",23378,23412,True
"“Ay Ay, sir!  There she blows! there—there—_thar_ she
  blows—bowes—bo-o-os!”",23413,23490,True
“How far off?”,23491,23505,True
“Two miles and a half.”,23506,23529,True
"“Thunder
  and lightning! so near!  Call all hands.”",23530,23582,True
"“The Whale-ship Globe, on board of which vessel occurred the horrid
  transactions we are about to relate, belonged to the island of
  Nantucket.”",23647,23793,True
"“_Narrative of the Globe Mutiny_,”",23795,23829,True
"“Nantucket itself,”",24200,24219,True
"“is a very striking and
  peculiar portion of the National interest. There is a population of
  eight or nine thousand persons living here in the sea, adding largely
  every year to the National wealth by the boldest and most persevering
  industry.”",24238,24488,True
"“The whale fell directly over him, and probably killed him in a
  moment.”",24626,24700,True
"“_The Whale and his Captors, or The Whaleman’s Adventures
  and the Whale’s Biography, gathered on the Homeward Cruise of the
  Commodore Preble_.”",24702,24849,True
"“If you make the least damn bit of noise,”",24881,24923,True
"“I will
  send you to hell.”",24940,24968,True
"“The voyages of the Dutch and English to the Northern Ocean, in
  order, if possible, to discover a passage through it to India, though
  they failed of their main object, laid-open the haunts of the whale.”",25108,25315,True
"“These things are reciprocal; the ball rebounds, only to bound
  forward again; for now in laying open the haunts of the whale, the
  whalemen seem to have indirectly hit upon new clews to that same
  mystic North-West Passage.”",25359,25587,True
“_Something_”,25596,25609,True
"“It is impossible to meet a whale-ship on the ocean without being
  struck by her near appearance. The vessel under short sail, with
  look-outs at the mast-heads, eagerly scanning the wide expanse around
  them, has a totally different air from those engaged in regular
  voyage.”",25628,25909,True
"“Pedestrians in the vicinity of London and elsewhere may recollect
  having seen large curved bones set upright in the earth, either to
  form arches over gateways, or entrances to alcoves, and they may
  perhaps have been told that these were the ribs of whales.”",25951,26215,True
"“It was not till the boats returned from the pursuit of these whales,
  that the whites saw their ship in bloody possession of the savages
  enrolled among the crew.”",26270,26436,True
"“It is generally well known that out of the crews of Whaling vessels
  (American) few ever return in the ships on board of which they
  departed.”",26518,26664,True
"“Suddenly a mighty mass emerged from the water, and shot up
  perpendicularly into the air. It was the whale.”",26695,26805,True
"“The Whale is harpooned to be sure; but bethink you, how you would
  manage a powerful unbroken colt, with the mere appliance of a rope
  tied to the root of his tail.”",26852,27020,True
"“On one occasion I saw two of these monsters (whales) probably male
  and female, slowly swimming, one after the other, within less than a
  stone’s throw of the shore”",27070,27238,True
"“over which the beech
  tree extended its branches.”",27258,27310,True
"“‘Stern all!’ exclaimed the mate, as upon turning his head, he saw
  the distended jaws of a large Sperm Whale close to the head of the
  boat, threatening it with instant destruction;—‘Stern all, for your
  lives!’”",27350,27566,True
"“So be cheery, my lads, let your hearts never fail, While the bold
  harpooneer is striking the whale!”",27599,27702,True
"“Oh, the rare old Whale, mid storm and gale In his ocean home will be
  A giant in might, where might is right, And King of the boundless
  sea.”",27726,27871,True
"“_Grand Contested Election for the Presidency of the United States._
“WHALING VOYAGE BY ONE ISHMAEL. “BLOODY BATTLE IN AFFGHANISTAN.”",38188,38321,True
"“The
Crossed Harpoons”",42409,42431,True
"“Sword-Fish Inn,”",42524,42541,True
"“The Crossed Harpoons,”",43963,43986,True
“The Sword-Fish?”,43991,44008,True
“The Trap.”,44046,44057,True
“The Spouter Inn:—Peter Coffin.”,44852,44884,True
"“In judging of that tempestuous wind
called Euroclydon,”",45807,45863,True
"“it maketh a marvellous difference, whether thou
lookest out at it from a glass window where the frost is all on the
outside, or whether thou observest it from that sashless window, where
the frost is on both sides, and of which the wight Death is the only
glazier.”",45929,46195,True
“Spouter”,48026,48035,True
"“But avast,”",53435,53447,True
"“you haint no
objections to sharing a harpooneer’s blanket, have ye? I s’pose you are
goin’ a-whalin’, so you’d better get used to that sort of thing.”",53480,53631,True
"“I thought so. All right; take a seat. Supper?—you want supper?
Supper’ll be ready directly.”",54014,54107,True
"“My boy,”",55005,55014,True
"“you’ll have the nightmare to a dead
sartainty.”",55034,55082,True
"“Landlord,”",55084,55095,True
“that aint the harpooneer is it?”,55109,55142,True
"“Oh, no,”",55144,55153,True
"“the
harpooneer is a dark complexioned chap. He never eats dumplings, he
don’t—he eats nothing but steaks, and he likes ’em rare.”",55201,55331,True
"“The devil he does,”",55333,55353,True
“Where is that harpooneer? Is he here?”,55362,55401,True
"“He’ll be here afore long,”",55403,55430,True
"“dark
complexioned”",55508,55527,True
"“That’s the Grampus’s crew. I seed her reported in the offing
this morning; a three years’ voyage, and a full ship. Hurrah, boys; now
we’ll have the latest news from the Feegees.”",55913,56092,True
"“Bulkington! Bulkington! where’s
Bulkington?”",58400,58445,True
"“Landlord! I’ve changed my mind about that harpooneer.—I shan’t sleep
with him. I’ll try the bench here.”",59885,59990,True
"“Just as you please; I’m sorry I can’t spare ye a tablecloth for a
mattress, and it’s a plaguy rough board here”",59992,60104,True
"“But wait a bit, Skrimshander; I’ve got a carpenter’s plane
there in the bar—wait, I say, and I’ll make ye snug enough.”",60139,60259,True
“Landlord!”,62619,62630,True
"“what sort of a chap is he—does he always keep such
late hours?”",62639,62703,True
"“No,”",62865,62870,True
"“generally he’s an early bird—airley to bed and airley to
rise—yes, he’s the bird what catches the worm. But to-night he went out
a peddling, you see, and I don’t see what on airth keeps him so late,
unless, may be, he can’t sell his head.”",62884,63124,True
"“Can’t sell his head?—What sort of a bamboozingly story is this you are
telling me?”",63126,63210,True
"“Do you pretend to say,
landlord, that this harpooneer is actually engaged this blessed
Saturday night, or rather Sunday morning, in peddling his head around
this town?”",63241,63410,True
"“That’s precisely it,”",63412,63434,True
"“and I told him he couldn’t
sell it here, the market’s overstocked.”",63454,63522,True
“With what?”,63524,63536,True
“With heads to be sure; ain’t there too many heads in the world?”,63549,63614,True
"“I tell you what it is, landlord,”",63616,63650,True
"“you’d better
stop spinning that yarn to me—I’m not green.”",63672,63731,True
"“May be not,”",63733,63746,True
"“but I
rayther guess you’ll be done _brown_ if that ere harpooneer hears you a
slanderin’ his head.”",63793,63893,True
"“I’ll break it for him,”",63895,63919,True
"“It’s broke a’ready,”",64010,64031,True
"“Broke,”",64042,64050,True
"“_broke_, do you mean?”",64058,64081,True
"“Sartain, and that’s the very reason he can’t sell it, I guess.”",64083,64147,True
"“Landlord,”",55084,55095,True
"“landlord, stop whittling. You and I must understand one
another, and that too without delay. I come to your house and want a
bed; you tell me you can only give me half a one; that the other half
belongs to a certain harpooneer. And about this harpooneer, whom I have
not yet seen, you persist in telling me the most mystifying and
exasperating stories tending to beget in me an uncomfortable feeling
towards the man whom you design for my bedfellow—a sort of connexion,
landlord, which is an intimate and confidential one in the highest
degree. I now demand of you to speak out and tell me who and what this
harpooneer is, and whether I shall be in all respects safe to spend the
night with him. And in the first place, you will be so good as to unsay
that story about selling his head, which if true I take to be good
evidence that this harpooneer is stark mad, and I’ve no idea of
sleeping with a madman; and you, sir, _you_ I mean, landlord, _you_,
sir, by trying to induce me to do so knowingly, would thereby render
yourself liable to a criminal prosecution.”",64222,65287,True
"“Wall,”",65289,65296,True
"“that’s a purty long
sarmon for a chap that rips a little now and then. But be easy, be
easy, this here harpooneer I have been tellin’ you of has just arrived
from the south seas, where he bought up a lot of ’balmed New Zealand
heads (great curios, you know), and he’s sold all on ’em but one, and
that one he’s trying to sell to-night, cause to-morrow’s Sunday, and it
would not do to be sellin’ human heads about the streets when folks is
goin’ to churches. He wanted to, last Sunday, but I stopped him just as
he was goin’ out of the door with four heads strung on a string, for
all the airth like a string of inions.”",65340,65961,True
"“Depend upon it, landlord, that harpooneer is a dangerous man.”",66292,66355,True
"“He pays reg’lar,”",66357,66375,True
"“But come, it’s getting dreadful
late, you had better be turning flukes—it’s a nice bed; Sal and me
slept in that ere bed the night we were spliced. There’s plenty of room
for two to kick about in that bed; it’s an almighty big bed that. Why,
afore we give it up, Sal used to put our Sam and little Johnny in the
foot of it. But I got a dreaming and sprawling about one night, and
somehow, Sam got pitched on the floor, and came near breaking his arm.
Arter that, Sal said it wouldn’t do. Come along here, I’ll give ye a
glim in a jiffy;”",66395,66933,True
"“I vum it’s Sunday—you won’t see that
harpooneer to-night; he’s come to anchor somewhere—come along then;
_do_ come; _won’t_ ye come?”",67094,67228,True
"“There,”",67465,67473,True
"“there, make
yourself comfortable now, and good night to ye.”",67592,67653,True
“Who-e debel you?”,77935,77953,True
"“you no speak-e, dam-me, I kill-e.”",77970,78005,True
"“Landlord, for God’s sake, Peter Coffin!”",78082,78123,True
"“Landlord! Watch!
Coffin! Angels! save me!”",78135,78178,True
"“Speak-e! tell-ee me who-ee be, or dam-me, I kill-e!”",78180,78233,True
"“Don’t be afraid now,”",78515,78537,True
"“Queequeg here wouldn’t
harm a hair of your head.”",78563,78613,True
"“Stop your grinning,”",78615,78636,True
"“and why didn’t you tell me that that
infernal harpooneer was a cannibal?”",78648,78722,True
"“I thought ye know’d it;—didn’t I tell ye, he was a peddlin’ heads
around town?—but turn flukes again and go to sleep. Queequeg, look
here—you sabbee me, I sabbee—you this man sleepe you—you sabbee?”",78724,78923,True
“Me sabbee plenty”,78925,78943,True
"“You gettee in,”",79011,79027,True
"“Landlord,”",55084,55095,True
"“tell him to stash his tomahawk there, or pipe, or
whatever you call it; tell him to stop smoking, in short, and I will
turn in with him. But I don’t fancy having a man smoking in bed with
me. It’s dangerous. Besides, I ain’t insured.”",79555,79790,True
“I won’t touch a leg of ye.”,79932,79960,True
"“Good night, landlord,”",79962,79985,True
“you may go.”,79994,80007,True
“Queequeg!”,84303,84314,True
"“Queequeg!—in the name of
goodness, Queequeg, wake!”",84689,84741,True
"“Grub, ho!”",90915,90926,True
"“Ah, noble ship,”",108085,108102,True
"“beat on, beat on, thou noble ship, and bear a hardy
helm; for lo! the sun is breaking through; the clouds are rolling
off—serenest azure is at hand.”",108128,108278,True
"“Starboard gangway, there! side away
to larboard—larboard gangway to starboard! Midships! midships!”",109140,109240,True
"“The ribs and terrors in the whale, Arched over me a dismal gloom,
  While all God’s sun-lit waves rolled by, And lift me deepening down
  to doom.

  “I saw the opening maw of hell, With endless pains and sorrows there;
  Which none but they that feel can tell— Oh, I was plunging to
  despair.

  “In black distress, I called my God, When I could scarce believe him
  mine, He bowed his ear to my complaints— No more the whale did me
  confine.

  “With speed he flew to my relief, As on a radiant dolphin borne;
  Awful, yet bright, as lightning shone The face of my Deliverer God.

  “My song for ever shall record That terrible, that joyful hour; I
  give the glory to my God, His all the mercy and the power.”",109924,110639,True
"“Beloved shipmates, clinch the last verse of the
first chapter of Jonah—‘And God had prepared a great fish to swallow up
Jonah.’”",110877,111006,True
"“Shipmates, this book, containing only four chapters—four yarns—is one
of the smallest strands in the mighty cable of the Scriptures. Yet what
depths of the soul does Jonah’s deep sealine sound! what a pregnant
lesson to us is this prophet! What a noble thing is that canticle in
the fish’s belly! How billow-like and boisterously grand! We feel the
floods surging over us; we sound with him to the kelpy bottom of the
waters; sea-weed and all the slime of the sea is about us! But _what_
is this lesson that the book of Jonah teaches? Shipmates, it is a
two-stranded lesson; a lesson to us all as sinful men, and a lesson to
me as a pilot of the living God. As sinful men, it is a lesson to us
all, because it is a story of the sin, hard-heartedness, suddenly
awakened fears, the swift punishment, repentance, prayers, and finally
the deliverance and joy of Jonah. As with all sinners among men, the
sin of this son of Amittai was in his wilful disobedience of the
command of God—never mind now what that command was, or how
conveyed—which he found a hard command. But all the things that God
would have us do are hard for us to do—remember that—and hence, he
oftener commands us than endeavors to persuade. And if we obey God, we
must disobey ourselves; and it is in this disobeying ourselves, wherein
the hardness of obeying God consists.

“With this sin of disobedience in him, Jonah still further flouts at
God, by seeking to flee from Him. He thinks that a ship made by men
will carry him into countries where God does not reign, but only the
Captains of this earth. He skulks about the wharves of Joppa, and seeks
a ship that’s bound for Tarshish. There lurks, perhaps, a hitherto
unheeded meaning here. By all accounts Tarshish could have been no
other city than the modern Cadiz. That’s the opinion of learned men.
And where is Cadiz, shipmates? Cadiz is in Spain; as far by water, from
Joppa, as Jonah could possibly have sailed in those ancient days, when
the Atlantic was an almost unknown sea. Because Joppa, the modern
Jaffa, shipmates, is on the most easterly coast of the Mediterranean,
the Syrian; and Tarshish or Cadiz more than two thousand miles to the
westward from that, just outside the Straits of Gibraltar. See ye not
then, shipmates, that Jonah sought to flee world-wide from God?
Miserable man! Oh! most contemptible and worthy of all scorn; with
slouched hat and guilty eye, skulking from his God; prowling among the
shipping like a vile burglar hastening to cross the seas. So
disordered, self-condemning is his look, that had there been policemen
in those days, Jonah, on the mere suspicion of something wrong, had
been arrested ere he touched a deck. How plainly he’s a fugitive! no
baggage, not a hat-box, valise, or carpet-bag,—no friends accompany him
to the wharf with their adieux. At last, after much dodging search, he
finds the Tarshish ship receiving the last items of her cargo; and as
he steps on board to see its Captain in the cabin, all the sailors for
the moment desist from hoisting in the goods, to mark the stranger’s
evil eye. Jonah sees this; but in vain he tries to look all ease and
confidence; in vain essays his wretched smile. Strong intuitions of the
man assure the mariners he can be no innocent. In their gamesome but
still serious way, one whispers to the other—“Jack, he’s robbed a
widow;”",111008,114358,True
"“Joe, do you mark him; he’s a bigamist;”",114363,114403,True
"“Harry lad, I
guess he’s the adulterer that broke jail in old Gomorrah, or belike,
one of the missing murderers from Sodom.”",114408,114532,True
