Quote,Start Location,End Location,Is Quote
"“and she happened to tell me in the
course of conversation that you have just accepted the living—”",8191,8290,True
"“Yes, I heard from mother so last week. She didn’t know that I knew you
at Tunbridge Wells; but I wrote back at once, and I said: ‘Mr. Beebe
is—’”",8292,8438,True
"“Quite right,”",8440,8454,True
"“I move into the Rectory at Summer
Street next June. I am lucky to be appointed to such a charming
neighbourhood.”",8475,8589,True
"“Oh, how glad I am! The name of our house is Windy Corner.”",8591,8650,True
"“There is mother and me generally, and my brother, though it’s not
often we get him to ch—— The church is rather far off, I mean.”",8669,8799,True
"“Lucy, dearest, let Mr. Beebe eat his dinner.”",8801,8847,True
"“I am eating it, thank you, and enjoying it.”",8849,8894,True
"“Don’t neglect the country
round,”",9212,9246,True
"“The first fine afternoon drive up to
Fiesole, and round by Settignano, or something of that sort.”",9269,9368,True
“No!”,9370,9375,True
"“Mr. Beebe, you are
wrong. The first fine afternoon your ladies must go to Prato.”",9417,9499,True
"“That lady looks so clever,”",9501,9529,True
"“We
are in luck.”",9569,9586,True
"“Prato! They must go to Prato.
That place is too sweetly squalid for words. I love it; I revel in
shaking off the trammels of respectability, as you know.”",10042,10197,True
"“We are most grateful to you,”",11561,11591,True
"“The
first evening means so much. When you arrived we were in for a
peculiarly _mauvais quart d’heure_.”",11608,11712,True
"“Do you, by any chance, know the name of an old man who sat opposite us
at dinner?”",11740,11823,True
“Emerson.”,11825,11835,True
“Is he a friend of yours?”,11837,11863,True
“We are friendly—as one is in pensions.”,11865,11905,True
“Then I will say no more.”,11907,11933,True
"“I am, as it were,”",11985,12004,True
"“the chaperon of my young cousin,
Lucy, and it would be a serious thing if I put her under an obligation
to people of whom we know nothing. His manner was somewhat unfortunate.
I hope I acted for the best.”",12020,12226,True
"“You acted very naturally,”",12228,12255,True
"“All the same, I don’t think much harm would have
come of accepting.”",12318,12387,True
"“No _harm_, of course. But we could not be under an obligation.”",12389,12453,True
“He is rather a peculiar man.”,12455,12485,True
"“I think he would not take advantage of your acceptance, nor
expect you to show gratitude. He has the merit—if it is one—of saying
exactly what he means. He has rooms he does not value, and he thinks
you would value them. He no more thought of putting you under an
obligation than he thought of being polite. It is so difficult—at
least, I find it difficult—to understand people who speak the truth.”",12528,12928,True
"“I was hoping that he was nice; I do so
always hope that people will be nice.”",12958,13036,True
"“I think he is; nice and tiresome. I differ from him on almost every
point of any importance, and so, I expect—I may say I hope—you will
differ. But his is a type one disagrees with rather than deplores. When
he first came here he not unnaturally put people’s backs up. He has no
tact and no manners—I don’t mean by that that he has bad manners—and he
will not keep his opinions to himself. We nearly complained about him
to our depressing Signora, but I am glad to say we thought better of
it.”",13038,13533,True
"“Am I to conclude,”",13535,13554,True
“that he is a Socialist?”,13575,13600,True
"“And presumably he has brought up his son to be a Socialist, too?”",13687,13753,True
"“I hardly know George, for he hasn’t learnt to talk yet. He seems a
nice creature, and I think he has brains. Of course, he has all his
father’s mannerisms, and it is quite possible that he, too, may be a
Socialist.”",13755,13971,True
"“Oh, you relieve me,”",13973,13994,True
"“So you think I ought to have
accepted their offer? You feel I have been narrow-minded and
suspicious?”",14015,14118,True
"“Not at all,”",14120,14133,True
“I never suggested that.”,14147,14172,True
"“But ought I not to apologize, at all events, for my apparent
rudeness?”",14174,14246,True
“Was I a bore?”,14371,14386,True
"“Why
didn’t you talk, Lucy? He prefers young people, I’m sure. I do hope I
haven’t monopolized him. I hoped you would have him all the evening, as
well as all dinner-time.”",14438,14610,True
"“He is nice,”",14612,14625,True
"“Just what I remember. He seems to see
good in everyone. No one would take him for a clergyman.”",14642,14738,True
“My dear Lucia—”,14740,14756,True
"“Well, you know what I mean. And you know how clergymen generally
laugh; Mr. Beebe laughs just like an ordinary man.”",14758,14875,True
"“Funny girl! How you do remind me of your mother. I wonder if she will
approve of Mr. Beebe.”",14877,14970,True
“I’m sure she will; and so will Freddy.”,14972,15012,True
"“I think everyone at Windy Corner will approve; it is the fashionable
world. I am used to Tunbridge Wells, where we are all hopelessly behind
the times.”",15014,15167,True
"“Yes,”",15169,15175,True
"“I am
afraid you are finding me a very depressing companion.”",15538,15599,True
"“I must have been selfish or unkind; I must
be more careful. It is so dreadful for Charlotte, being poor.”",15629,15735,True
"“But here you are as safe as in England. Signora Bertolini is so
English.”",16600,16674,True
"“Yet our rooms smell,”",16676,16698,True
“We dread going to bed.”,16715,16739,True
"“Ah, then you look into the court.”",16741,16776,True
"“If only Mr. Emerson
was more tactful! We were so sorry for you at dinner.”",16789,16864,True
“I think he was meaning to be kind.”,16866,16902,True
"“Undoubtedly he was,”",16904,16925,True
"“Mr. Beebe has just been scolding me for my suspicious nature. Of
course, I was holding back on my cousin’s account.”",16947,17064,True
"“Of course,”",17066,17078,True
"“About old Mr. Emerson—I hardly know. No, he is not tactful; yet, have
you ever noticed that there are people who do things which are most
indelicate, and yet at the same time—beautiful?”",17326,17513,True
“Beautiful?”,17515,17527,True
"“Are not beauty
and delicacy the same?”",17569,17608,True
"“So one would have thought,”",17610,17638,True
"“But things are
so difficult, I sometimes think.”",17666,17715,True
"“Miss Bartlett,”",17810,17826,True
"“it’s all right about the rooms. I’m so
glad. Mr. Emerson was talking about it in the smoking-room, and knowing
what I did, I encouraged him to make the offer again. He has let me
come and ask you. He would be so pleased.”",17837,18059,True
"“Oh, Charlotte,”",18061,18077,True
"“we must have the rooms now.
The old man is just as nice and kind as he can be.”",18104,18184,True
"“I fear,”",18213,18222,True
"“that I have been officious. I
must apologize for my interference.”",18254,18321,True
"“My own wishes, dearest Lucy, are unimportant in comparison with
yours. It would be hard indeed if I stopped you doing as you liked at
Florence, when I am only here through your kindness. If you wish me to
turn these gentlemen out of their rooms, I will do it. Would you then,
Mr. Beebe, kindly tell Mr. Emerson that I accept his kind offer, and
then conduct him to me, in order that I may thank him personally?”",18399,18811,True
"“Remember, Lucy, I alone am implicated in this. I do not wish the
acceptance to come from you. Grant me that, at all events.”",19020,19145,True
"“Mr. Emerson is engaged, but here is his son instead.”",19193,19247,True
"“My father,”",19352,19364,True
"“is in his bath, so you cannot thank him
personally. But any message given by you to me will be given by me to
him as soon as he comes out.”",19374,19514,True
“Poor young man!”,19716,19733,True
"“How angry he is with his father about the rooms! It is all he can do
to keep polite.”",19779,19865,True
"“In half an hour or so your rooms will be ready,”",19867,19916,True
"“Oh, dear!”",20051,20062,True
"“Gentlemen sometimes do not
realize—”",20164,20201,True
"“I think one might venture now. No, Lucy, do not stir. I will
superintend the move.”",20696,20780,True
"“How you do do everything,”",20782,20809,True
"“Naturally, dear. It is my affair.”",20822,20857,True
“But I would like to help you.”,20859,20890,True
"“No, dear.”",20892,20903,True
"“I want to explain,”",21281,21301,True
"“why it is that I have taken
the largest room. Naturally, of course, I should have given it to you;
but I happen to know that it belongs to the young man, and I was sure
your mother would not like it.”",21322,21523,True
"“If you are to accept a favour it is more suitable you should be under
an obligation to his father than to him. I am a woman of the world, in
my small way, and I know where things lead to. However, Mr. Beebe is a
guarantee of a sort that they will not presume on this.”",21547,21816,True
"“Mother wouldn’t mind I’m sure,”",21818,21850,True
“What does it mean?”,22689,22709,True
"“If it is Mrs. Grundy who is troubling you, I do assure you that you
can neglect the good person. Being English, Miss Honeychurch will be
perfectly safe. Italians understand. A dear friend of mine, Contessa
Baroncelli, has two daughters, and when she cannot send a maid to
school with them, she lets them go in sailor-hats instead. Every one
takes them for English, you see, especially if their hair is strained
tightly behind.”",26010,26438,True
"“I will take you by a dear dirty back way, Miss Honeychurch, and if you
bring me luck, we shall have an adventure.”",26731,26846,True
"“Tut, tut! Miss Lucy! I hope we shall soon emancipate you from
Baedeker. He does but touch the surface of things. As to the true
Italy—he does not even dream of it. The true Italy is only to be found
by patient observation.”",26947,27171,True
"“A smell! a true Florentine smell! Every city, let me teach you, has
its own smell.”",27929,28013,True
“Is it a very nice smell?”,28015,28041,True
"“One doesn’t come to Italy for niceness,”",28108,28149,True
"“one comes
for life. Buon giorno! Buon giorno!”",28166,28213,True
"“Look at
that adorable wine-cart! How the driver stares at us, dear, simple
soul!”",28237,28319,True
"“Buon giorno! Take the word of an old woman, Miss Lucy: you will never
repent of a little civility to your inferiors. _That_ is the true
democracy. Though I am a real Radical as well. There, now you’re
shocked.”",28640,28851,True
"“Indeed, I’m not!”",28853,28871,True
"“We are Radicals, too, out and out.
My father always voted for Mr. Gladstone, until he was so dreadful
about Ireland.”",28888,29006,True
"“I see, I see. And now you have gone over to the enemy.”",29008,29064,True
"“Oh, please—! If my father was alive, I am sure he would vote Radical
again now that Ireland is all right. And as it is, the glass over our
front door was broken last election, and Freddy is sure it was the
Tories; but mother says nonsense, a tramp.”",29066,29316,True
"“Shameful! A manufacturing district, I suppose?”",29318,29366,True
"“No—in the Surrey hills. About five miles from Dorking, looking over
the Weald.”",29368,29448,True
"“What a delightful part; I know it so well. It is full of the very
nicest people. Do you know Sir Harry Otway—a Radical if ever there
was?”",29506,29645,True
“Very well indeed.”,29647,29666,True
“And old Mrs. Butterworth the philanthropist?”,29668,29714,True
"“Why, she rents a field of us! How funny!”",29716,29758,True
"“Oh, you
have property in Surrey?”",29822,29856,True
"“Hardly any,”",29858,29871,True
"“Only thirty
acres—just the garden, all downhill, and some fields.”",29916,29983,True
“Bless us! Bless us and save us! We’ve lost the way.”,30329,30382,True
"“Lost! lost! My dear Miss Lucy, during our political diatribes we have
taken a wrong turning. How those horrid Conservatives would jeer at us!
What are we to do? Two lone females in an unknown town. Now, this is
what _I_ call an adventure.”",30634,30874,True
"“Oh, but that is the word of a craven! And no, you are not, not, _not_
to look at your Baedeker. Give it to me; I shan’t let you carry it. We
will simply drift.”",30985,31146,True
"“Stop a minute; let those two people go on, or I shall have to speak to
them. I do detest conventional intercourse. Nasty! they are going into
the church, too. Oh, the Britisher abroad!”",32447,32633,True
"“We sat opposite them at dinner last night. They have given us their
rooms. They were so very kind.”",32635,32735,True
“Look at their figures!”,32737,32761,True
"“They walk through my
Italy like a pair of cows. It’s very naughty of me, but I would like to
set an examination paper at Dover, and turn back every tourist who
couldn’t pass it.”",32783,32962,True
“What would you ask us?”,32964,32988,True
“There goes my local-colour box! I must have a word with him!”,33265,33327,True
“Hateful bishop!”,36379,36396,True
"“Hard in life, hard in death. Go out into the
sunshine, little boy, and kiss your hand to the sun, for that is where
you ought to be. Intolerable bishop!”",36466,36620,True
“Look at him!”,36788,36802,True
"“Here’s a mess: a baby hurt,
cold, and frightened! But what else can you expect from a church?”",36829,36924,True
"“You are a clever woman,”",37333,37358,True
"“You have done more than
all the relics in the world. I am not of your creed, but I do believe
in those who make their fellow-creatures happy. There is no scheme of
the universe—”",37377,37556,True
"“Niente,”",37583,37592,True
"“I’m not sure she understands English,”",37646,37685,True
"“That woman understands everything,”",37940,37976,True
"“But what
are you doing here? Are you doing the church? Are you through with the
church?”",38002,38091,True
"“No,”",38093,38098,True
"“I came here with Miss
Lavish, who was to explain everything; and just by the door—it is too
bad!—she simply ran away, and after waiting quite a time, I had to come
in by myself.”",38138,38317,True
“Why shouldn’t you?”,38319,38339,True
"“Yes, why shouldn’t you come by yourself?”",38359,38401,True
“But Miss Lavish has even taken away Baedeker.”,38463,38510,True
“Baedeker?”,38512,38523,True
"“I’m glad it’s _that_ you minded. It’s
worth minding, the loss of a Baedeker. _That’s_ worth minding.”",38542,38644,True
"“If you’ve no Baedeker,”",38751,38775,True
“you’d better join us.”,38790,38813,True
"“Thank you very much, but I could not think of that. I hope you do not
suppose that I came to join on to you. I really came to help with the
child, and to thank you for so kindly giving us your rooms last night.
I hope that you have not been put to any great inconvenience.”",38883,39157,True
"“My dear,”",39159,39169,True
"“I think that you are repeating
what you have heard older people say. You are pretending to be touchy;
but you are not really. Stop being so tiresome, and tell me instead
what part of the church you want to see. To take you to it will be a
real pleasure.”",39195,39450,True
"“I am not touchy, I hope. It is the Giottos that I want to see, if you
will kindly tell me which they are.”",39904,40011,True
"“Remember,”",40424,40435,True
"“the facts about this church of Santa Croce;
how it was built by faith in the full fervour of medievalism, before
any taint of the Renaissance had appeared. Observe how Giotto in these
frescoes—now, unhappily, ruined by restoration—is untroubled by the
snares of anatomy and perspective. Could anything be more majestic,
more pathetic, beautiful, true? How little, we feel, avails knowledge
and technical cleverness against a man who truly feels!”",40451,40898,True
“No!”,9370,9375,True
"“Remember nothing of the sort! Built by faith indeed! That simply means
the workmen weren’t paid properly. And as for the frescoes, I see no
truth in them. Look at that fat man in blue! He must weigh as much as I
do, and he is shooting into the sky like an air balloon.”",40966,41236,True
“Ascension of St. John.”,41276,41300,True
"“Now, did this happen, or didn’t it? Yes or no?”",41576,41624,True
"“It happened like this, if it happened at all. I would rather go up to
heaven by myself than be pushed by cherubs; and if I got there I should
like my friends to lean out of it, just as they do here.”",41643,41843,True
"“You will never go up,”",41845,41868,True
"“You and I, dear boy, will lie
at peace in the earth that bore us, and our names will disappear as
surely as our work survives.”",41886,42014,True
"“Some of the people can only see the empty grave, not the saint,
whoever he is, going up. It did happen like that, if it happened at
all.”",42016,42154,True
"“Pardon me,”",42156,42168,True
"“The chapel is somewhat small for two
parties. We will incommode you no longer.”",42190,42270,True
“Stop!”,42557,42564,True
“There’s plenty of room for us all. Stop!”,42584,42626,True
"“George, I do believe that clergyman is the Brixton curate.”",42762,42822,True
"“Perhaps he is. I
don’t remember.”",42878,42912,True
"“Then I had better speak to him and remind him who I am. It’s that Mr.
Eager. Why did he go? Did we talk too loud? How vexatious. I shall go
and say we are sorry. Hadn’t I better? Then perhaps he will come back.”",42914,43126,True
"“He will not come back,”",43128,43152,True
"“My father has that effect on nearly everyone,”",43520,43567,True
"“He
will try to be kind.”",43585,43610,True
"“I hope we all try,”",43612,43632,True
"“Because we think it improves our characters. But he is kind to people
because he loves them; and they find him out, and are offended, or
frightened.”",43663,43813,True
“How silly of them!”,43815,43835,True
"“I
think that a kind action done tactfully—”",43884,43928,True
“Tact!”,43930,43937,True
“Were you snubbed?”,44654,44673,True
"“But we have spoilt the pleasure of I don’t know how many people. They
won’t come back.”",44701,44789,True
"“...full of innate sympathy...quickness to perceive good in
others...vision of the brotherhood of man...”",44791,44896,True
"“Don’t let us spoil yours,”",44975,45002,True
"“Have you looked at
those saints?”",45025,45059,True
"“Yes,”",15169,15175,True
"“They are lovely. Do you know which is the tombstone
that is praised in Ruskin?”",45079,45159,True
“Why will he look at that fresco?”,45769,45803,True
"“I saw nothing in
it.”",45822,45844,True
"“I like Giotto,”",45846,45862,True
"“It is so wonderful what they say about
his tactile values. Though I like things like the Della Robbia babies
better.”",45876,45994,True
"“So you ought. A baby is worth a dozen saints. And my baby’s worth the
whole of Paradise, and as far as I can see he lives in Hell.”",45996,46128,True
"“In Hell,”",46169,46179,True
“He’s unhappy.”,46193,46208,True
"“Oh, dear!”",20051,20062,True
"“How can he be unhappy when he is strong and alive? What more is one to
give him? And think how he has been brought up—free from all the
superstition and ignorance that lead men to hate one another in the
name of God. With such an education as that, I thought he was bound to
grow up happy.”",46234,46525,True
“What are we to do with him?”,46765,46794,True
"“He comes out for his holiday
to Italy, and behaves—like that; like the little child who ought to
have been playing, and who hurt himself upon the tombstone. Eh? What
did you say?”",46805,46985,True
"“Now don’t be stupid over this. I don’t require you to fall in love
with my boy, but I do think you might try and understand him. You are
nearer his age, and if you let yourself go I am sure you are sensible.
You might help me. He has known so few women, and you have the time.
You stop here several weeks, I suppose? But let yourself go. You are
inclined to get muddled, if I may judge from last night. Let yourself
go. Pull out from the depths those thoughts that you do not understand,
and spread them out in the sunlight and know the meaning of them. By
understanding George you may learn to understand yourself. It will be
good for both of you.”",47035,47685,True
“I only know what it is that’s wrong with him; not why it is.”,47739,47801,True
“And what is it?”,47803,47820,True
“The old trouble; things won’t fit.”,47875,47911,True
“What things?”,47913,47927,True
“The things of the universe. It is quite true. They don’t.”,47929,47988,True
"“Oh, Mr. Emerson, whatever do you mean?”",47990,48030,True
"“‘From far, from eve and morning,
    And yon twelve-winded sky,
The stuff of life to knit me
    Blew hither: here am I’


George and I both know this, but why does it distress him? We know that
we come from the winds, and that we shall return to them; that all life
is perhaps a knot, a tangle, a blemish in the eternal smoothness. But
why should this make us unhappy? Let us rather love one another, and
work and rejoice. I don’t believe in this world sorrow.”",48118,48581,True
"“Then make my boy think like us. Make him realize that by the side of
the everlasting Why there is a Yes—a transitory Yes if you like, but a
Yes.”",48611,48757,True
"“I’m very sorry,”",48928,48945,True
"“You’ll think me unfeeling, but—but—”",48957,48994,True
"“Oh, but your son wants employment. Has he no
particular hobby? Why, I myself have worries, but I can generally
forget them at the piano; and collecting stamps did no end of good for
my brother. Perhaps Italy bores him; you ought to try the Alps or the
Lakes.”",49021,49281,True
“Miss Bartlett.”,49809,49825,True
"“Oh, good gracious me!”",49827,49850,True
“Where? Where?”,49939,49954,True
“In the nave.”,49956,49970,True
“I see. Those gossiping little Miss Alans must have—”,49972,50025,True
“Poor girl!”,50048,50060,True
“Poor girl!”,50048,50060,True
"“Poor girl? I fail to understand the point of that remark. I think
myself a very fortunate girl, I assure you. I’m thoroughly happy, and
having a splendid time. Pray don’t waste time mourning over _me_.
There’s enough sorrow in the world, isn’t there, without trying to
invent it. Good-bye. Thank you both so much for all your kindness. Ah,
yes! there does come my cousin. A delightful morning! Santa Croce is a
wonderful church.”",50173,50603,True
“S”,933,936,True
"“Miss
Honeychurch. Piano. Beethoven,”",53295,53332,True
“Who is she?”,54046,54059,True
"“Cousin of one of my parishioners. I do not consider her choice of a
piece happy. Beethoven is so usually simple and direct in his appeal
that it is sheer perversity to choose a thing like that, which, if
anything, disturbs.”",54092,54317,True
“Introduce me.”,54319,54334,True
"“She will be delighted. She and Miss Bartlett are full of the praises
of your sermon.”",54336,54422,True
“My sermon?”,54424,54436,True
“Why ever did she listen to it?”,54454,54486,True
"“If Miss Honeychurch ever takes to live as she plays, it will be very
exciting both for us and for her.”",54995,55099,True
"“Oh, what a funny thing! Some one said just the same to mother, and she
said she trusted I should never live a duet.”",55138,55255,True
“Doesn’t Mrs. Honeychurch like music?”,55257,55295,True
"“She doesn’t mind it. But she doesn’t like one to get excited over
anything; she thinks I am silly about it. She thinks—I can’t make out.
Once, you know, I said that I liked my own playing better than any
one’s. She has never got over it. Of course, I didn’t mean that I
played well; I only meant—”",55297,55595,True
"“Of course,”",17066,17078,True
“Music—”,55659,55667,True
“What about music?”,56152,56171,True
"“Poor Charlotte will be sopped,”",56189,56221,True
"“Miss Lavish has led your cousin astray. She hopes to find the true
Italy in the wet I believe.”",56627,56723,True
"“Miss Lavish is so original,”",56725,56754,True
"“Is it true,”",57036,57049,True
"“that Miss Lavish is
writing a book?”",57085,57122,True
“They do say so.”,57124,57141,True
“What is it about?”,57143,57162,True
"“It will be a novel,”",57164,57185,True
"“dealing with modern Italy.
Let me refer you for an account to Miss Catharine Alan, who uses words
herself more admirably than any one I know.”",57205,57348,True
"“I wish Miss Lavish would tell me herself. We started such friends. But
I don’t think she ought to have run away with Baedeker that morning in
Santa Croce. Charlotte was most annoyed at finding me practically
alone, and so I couldn’t help being a little annoyed with Miss Lavish.”",57350,57630,True
"“The two ladies, at all events, have made it up.”",57632,57681,True
"“Oh, dear Miss Honeychurch, you will catch a chill! And Mr. Beebe here
besides. Who would suppose this is Italy? There is my sister actually
nursing the hot-water can; no comforts or proper provisions.”",58908,59110,True
"“I could hear your beautiful playing, Miss Honeychurch, though I was in
my room with the door shut. Doors shut; indeed, most necessary. No one
has the least idea of privacy in this country. And one person catches
it from another.”",59252,59482,True
"“Fa niente, sono vecchia.”",59654,59680,True
"“I quite agree with you, Miss Alan. The Italians
are a most unpleasant people. They pry everywhere, they see everything,
and they know what we want before we know it ourselves. We are at their
mercy. They read our thoughts, they foretell our desires. From the
cab-driver down to—to Giotto, they turn us inside out, and I resent it.
Yet in their heart of hearts they are—how superficial! They have no
conception of the intellectual life. How right is Signora Bertolini,
who exclaimed to me the other day: ‘Ho, Mr. Beebe, if you knew what I
suffer over the children’s edjucaishion. _Hi_ won’t ’ave my little
Victorier taught by a hignorant Italian what can’t explain nothink!’”",59715,60390,True
“E. L.”,60963,60970,True
“That belongs to Lavish.”,60972,60997,True
"“A good fellow, Lavish,
but I wish she’d start a pipe.”",61018,61073,True
"“Oh, Mr. Beebe,”",61075,61091,True
"“Indeed, though it is dreadful for her to smoke, it is not quite as
dreadful as you suppose. She took to it, practically in despair, after
her life’s work was carried away in a landslip. Surely that makes it
more excusable.”",61139,61363,True
“What was that?”,61365,61381,True
"“It
was a novel—and I am afraid, from what I can gather, not a very nice
novel. It is so sad when people who have abilities misuse them, and I
must say they nearly always do. Anyhow, she left it almost finished in
the Grotto of the Calvary at the Capuccini Hotel at Amalfi while she
went for a little ink. She said: ‘Can I have a little ink, please?’ But
you know what Italians are, and meanwhile the Grotto fell roaring on to
the beach, and the saddest thing of all is that she cannot remember
what she has written. The poor thing was very ill after it, and so got
tempted into cigarettes. It is a great secret, but I am glad to say
that she is writing another novel. She told Teresa and Miss Pole the
other day that she had got up all the local colour—this novel is to be
about modern Italy; the other was historical—but that she could not
start till she had an idea. First she tried Perugia for an inspiration,
then she came here—this must on no account get round. And so cheerful
through it all! I cannot help thinking that there is something to
admire in everyone, even if you do not approve of them.”",61460,62566,True
"“All the same, she is a little too—I hardly like to say unwomanly, but
she behaved most strangely when the Emersons arrived.”",62909,63034,True
"“I don’t know, Miss Honeychurch, if you have noticed that Miss Pole,
the lady who has so much yellow hair, takes lemonade. That old Mr.
Emerson, who puts things very strangely—”",63168,63345,True
"“Stomach. He warned Miss Pole of her stomach-acidity, he called it—and
he may have meant to be kind. I must say I forgot myself and laughed;
it was so sudden. As Teresa truly said, it was no laughing matter. But
the point is that Miss Lavish was positively _attracted_ by his
mentioning S., and said she liked plain speaking, and meeting different
grades of thought. She thought they were commercial
travellers—‘drummers’ was the word she used—and all through dinner she
tried to prove that England, our great and beloved country, rests on
nothing but commerce. Teresa was very much annoyed, and left the table
before the cheese, saying as she did so: ‘There, Miss Lavish, is one
who can confute you better than I,’ and pointed to that beautiful
picture of Lord Tennyson. Then Miss Lavish said: ‘Tut! The early
Victorians.’ Just imagine! ‘Tut! The early Victorians.’ My sister had
gone, and I felt bound to speak. I said: ‘Miss Lavish, _I_ am an early
Victorian; at least, that is to say, I will hear no breath of censure
against our dear Queen.’ It was horrible speaking. I reminded her how
the Queen had been to Ireland when she did not want to go, and I must
say she was dumbfounded, and made no reply. But, unluckily, Mr. Emerson
overheard this part, and called in his deep voice: ‘Quite so, quite so!
I honour the woman for her Irish visit.’ The woman! I tell things so
badly; but you see what a tangle we were in by this time, all on
account of S. having been mentioned in the first place. But that was
not all. After dinner Miss Lavish actually came up and said: ‘Miss
Alan, I am going into the smoking-room to talk to those two nice men.
Come, too.’ Needless to say, I refused such an unsuitable invitation,
and she had the impertinence to tell me that it would broaden my ideas,
and said that she had four brothers, all University men, except one who
was in the army, who always made a point of talking to commercial
travellers.”",63503,65441,True
"“Let me finish the story,”",65443,65469,True
"“Miss Lavish tried Miss Pole, myself, everyone, and finally said: ‘I
shall go alone.’ She went. At the end of five minutes she returned
unobtrusively with a green baize board, and began playing patience.”",65505,65709,True
“Whatever happened?”,65711,65731,True
"“No one knows. No one will ever know. Miss Lavish will never dare to
tell, and Mr. Emerson does not think it worth telling.”",65745,65869,True
"“Mr. Beebe—old Mr. Emerson, is he nice or not nice? I do so want to
know.”",65871,65945,True
"“No; but it is so difficult. Sometimes he is so silly, and then I do
not mind him. Miss Alan, what do you think? Is he nice?”",66029,66154,True
"“I consider that you are bound to class him as nice, Miss Alan, after
that business of the violets.”",66287,66387,True
"“Violets? Oh, dear! Who told you about the violets? How do things get
round? A pension is a bad place for gossips. No, I cannot forget how
they behaved at Mr. Eager’s lecture at Santa Croce. Oh, poor Miss
Honeychurch! It really was too bad. No, I have quite changed. I do
_not_ like the Emersons. They are _not_ nice.”",66389,66707,True
"“But aren’t they always waylaying you to go out with them, dear?”",67838,67903,True
"“Only once. Charlotte didn’t like it, and said something—quite
politely, of course.”",67941,68025,True
"“Most right of her. They don’t understand our ways. They must find
their level.”",68027,68107,True
"“Too late to go out,”",68877,68898,True
"“All the
galleries are shut.”",68936,68965,True
"“I think I shall go out,”",68967,68992,True
"“I want to go round the town in
the circular tram—on the platform by the driver.”",69004,69085,True
"“I wish we could. Unluckily I have letters. If you do want to go out
alone, won’t you be better on your feet?”",69211,69321,True
"“Italians, dear, you know,”",69323,69350,True
“Perhaps I shall meet someone who reads me through and through!”,69368,69432,True
"“She oughtn’t really to go at all,”",69606,69641,True
"“and she knows it. I put it down to too much
Beethoven.”",69695,69751,True
“Birth of Venus.”,72194,72211,True
"“Tempesta,”",72388,72399,True
"“Idolino,”",72404,72414,True
"“Coronation,”",72540,72553,True
"“Ascension of St. John,”",72563,72587,True
"“The world,”",72898,72910,True
"“is certainly full of
beautiful things, if only I could come across them.”",72924,72998,True
"“Nothing ever happens to me,”",73143,73172,True
"“Cinque
lire,”",74364,74378,True
“cinque lire!”,74395,74409,True
"“Oh, what have I done?”",75134,75157,True
"“Oh, what have I done?”",75134,75157,True
"“Oh, what have I done?”",75134,75157,True
“You fainted.”,75549,75563,True
