Quote,Start Location,End Location,Is Quote
"“Ah, but,”",101156,101166,True
"“let her cover the mark as she will, the pang of it will be
always in her heart.”",101235,101316,True
"“What do we talk of marks and brands, whether on the bodice of her
gown, or the flesh of her forehead?”",101347,101450,True
"“This
woman has brought shame upon us all, and ought to die. Is there not
law for it? Truly, there is, both in the Scripture and the
statute-book. Then let the magistrates, who have made it of no effect,
thank themselves if their own wives and daughters go astray!”",101548,101813,True
"“Mercy on us, goodwife,”",101815,101839,True
"“is there no
virtue in woman, save what springs from a wholesome fear of the
gallows? That is the hardest word yet! Hush, now, gossips! for the
lock is turning in the prison-door, and here comes Mistress Prynne
herself.”",101870,102090,True
"“She hath good skill at her needle, that’s certain,”",105942,105994,True
"“but did ever a woman, before this brazen
hussy, contrive such a way of showing it! Why, gossips, what is it but
to laugh in the faces of our godly magistrates, and make a pride out
of what they, worthy gentlemen, meant for a punishment?”",106034,106272,True
"“It were well,”",106274,106289,True
"“if
we stripped Madam Hester’s rich gown off her dainty shoulders; and as
for the red letter, which she hath stitched so curiously, I’ll bestow
a rag of mine own rheumatic flannel, to make a fitter one!”",106339,106542,True
"“O, peace, neighbors, peace!”",106544,106573,True
"“do
not let her hear you! Not a stitch in that embroidered letter but she
has felt it in her heart.”",106610,106710,True
"“Make way, good people, make way, in the King’s name!”",106764,106818,True
"“Open
a passage; and, I promise ye, Mistress Prynne shall be set where man,
woman, and child may have a fair sight of her brave apparel, from this
time till an hour past meridian. A blessing on the righteous Colony of
the Massachusetts, where iniquity is dragged out into the sunshine!
Come along, Madam Hester, and show your scarlet letter in the
market-place!”",106829,107191,True
“Standing on the Miserable Eminence”,116144,116180,True
"“I pray you, good Sir,”",119279,119302,True
"“who is this woman?—and wherefore is
she here set up to public shame?”",119312,119382,True
"“You must needs be a stranger in this region, friend,”",119384,119438,True
"“else you would surely have heard of Mistress Hester
Prynne, and her evil doings. She hath raised a great scandal, I
promise you, in godly Master Dimmesdale’s church.”",119524,119691,True
"“You say truly,”",119693,119709,True
"“I am a stranger, and have been a
wanderer, sorely against my will. I have met with grievous mishaps by
sea and land, and have been long held in bonds among the heathen-folk,
to the southward; and am now brought hither by this Indian, to be
redeemed out of my captivity. Will it please you, therefore, to tell
me of Hester Prynne’s,—have I her name rightly?—of this woman’s
offences, and what has brought her to yonder scaffold?”",119729,120158,True
"“Truly, friend; and methinks it must gladden your heart, after your
troubles and sojourn in the wilderness,”",120160,120268,True
"“to find
yourself, at length, in a land where iniquity is searched out, and
punished in the sight of rulers and people; as here in our godly New
England. Yonder woman, Sir, you must know, was the wife of a certain
learned man, English by birth, but who had long dwelt in Amsterdam,
whence, some good time agone, he was minded to cross over and cast in
his lot with us of the Massachusetts. To this purpose, he sent his
wife before him, remaining himself to look after some necessary
affairs. Marry, good Sir, in some two years, or less, that the woman
has been a dweller here in Boston, no tidings have come of this
learned gentleman, Master Prynne; and his young wife, look you, being
left to her own misguidance—”",120288,121003,True
"“Ah!—aha!—I conceive you,”",121005,121031,True
"“So learned a man as you speak of should have learned this too in his
books. And who, by your favor, Sir, may be the father of yonder
babe—it is some three or four months old, I should judge—which
Mistress Prynne is holding in her arms?”",121072,121309,True
"“Of a truth, friend, that matter remaineth a riddle; and the Daniel
who shall expound it is yet a-wanting,”",121311,121418,True
"“Madam
Hester absolutely refuseth to speak, and the magistrates have laid
their heads together in vain. Peradventure the guilty one stands
looking on at this sad spectacle, unknown of man, and forgetting that
God sees him.”",121442,121665,True
"“The learned man,”",121667,121685,True
"“should
come himself, to look into the mystery.”",121729,121777,True
"“It behooves him well, if he be still in life,”",121779,121826,True
"“Now, good Sir, our Massachusetts magistracy, bethinking
themselves that this woman is youthful and fair, and doubtless was
strongly tempted to her fall,—and that, moreover, as is most likely,
her husband may be at the bottom of the sea,—they have not been bold
to put in force the extremity of our righteous law against her. The
penalty thereof is death. But in their great mercy and tenderness of
heart, they have doomed Mistress Prynne to stand only a space of three
hours on the platform of the pillory, and then and thereafter, for the
remainder of her natural life, to wear a mark of shame upon her
bosom.”",121851,122463,True
“A wise sentence!”,122465,122483,True
"“Thus she will be a living sermon against sin, until the ignominious
letter be engraved upon her tombstone. It irks me, nevertheless, that
the partner of her iniquity should not, at least, stand on the
scaffold by her side. But he will be known!—he will be known!—he
will be known!”",122532,122814,True
"“Hearken unto me, Hester Prynne!”",124208,124241,True
"“Hester Prynne,”",126952,126968,True
"“I have striven with my young
brother here, under whose preaching of the word you have been
privileged to sit,”",126989,127100,True
"“I have sought, I say, to persuade this
godly youth, that he should deal with you, here in the face of Heaven,
and before these wise and upright rulers, and in hearing of all the
people, as touching the vileness and blackness of your sin. Knowing
your natural temper better than I, he could the better judge what
arguments to use, whether of tenderness or terror, such as might
prevail over your hardness and obstinacy; insomuch that you should no
longer hide the name of him who tempted you to this grievous fall. But
he opposes to me (with a young man’s over-softness, albeit wise beyond
his years), that it were wronging the very nature of woman to force
her to lay open her heart’s secrets in such broad daylight, and in
presence of so great a multitude. Truly, as I sought to convince him,
the shame lay in the commission of the sin, and not in the showing of
it forth. What say you to it, once again, Brother Dimmesdale? Must it
be thou, or I, that shall deal with this poor sinner’s soul?”",127179,128175,True
"“Good Master Dimmesdale,”",128429,128454,True
"“the responsibility of this woman’s
soul lies greatly with you. It behooves you, therefore, to exhort her
to repentance, and to confession, as a proof and consequence thereof.”",128464,128640,True
"“Speak to the woman, my brother,”",130176,130209,True
"“It is of moment to
her soul, and therefore, as the worshipful Governor says, momentous to
thine own, in whose charge hers is. Exhort her to confess the truth!”",130227,130387,True
"“Hester Prynne,”",126952,126968,True
"“thou hearest what this good man says, and
seest the accountability under which I labor. If thou feelest it to be
for thy soul’s peace, and that thy earthly punishment will thereby be
made more effectual to salvation, I charge thee to speak out the name
of thy fellow-sinner and fellow-sufferer! Be not silent from any
mistaken pity and tenderness for him; for, believe me, Hester, though
he were to step down from a high place, and stand there beside thee,
on thy pedestal of shame, yet better were it so than to hide a guilty
heart through life. What can thy silence do for him, except it tempt
him—yea, compel him, as it were—to add hypocrisy to sin? Heaven hath
granted thee an open ignominy, that thereby thou mayest work out an
open triumph over the evil within thee, and the sorrow without. Take
heed how thou deniest to him—who, perchance, hath not the courage to
grasp it for himself—the bitter, but wholesome, cup that is now
presented to thy lips!”",130583,131542,True
"“Woman, transgress not beyond the limits of Heaven’s mercy!”",132351,132411,True
"“That little babe hath
been gifted with a voice, to second and confirm the counsel which thou
hast heard. Speak out the name! That, and thy repentance, may avail to
take the scarlet letter off thy breast.”",132469,132674,True
“Never!”,132676,132684,True
"“It is too deeply
branded. Ye cannot take it off. And would that I might endure his
agony, as well as mine!”",132798,132906,True
"“Speak, woman!”",132908,132923,True
"“Speak; and give your child a
father!”",133010,133048,True
“I will not speak!”,133050,133069,True
"“And my
child must seek a heavenly Father; she shall never know an earthly
one!”",133173,133253,True
“She will not speak!”,133255,133276,True
"“Wondrous strength
and generosity of a woman’s heart! She will not speak!”",133444,133518,True
“She was led back to Prison”,133535,133563,True
"“Prithee, friend, leave me alone with my patient,”",136944,136994,True
"“Trust me, good jailer, you shall briefly have peace in
your house; and, I promise you, Mistress Prynne shall hereafter be
more amenable to just authority than you may have found her
heretofore.”",137018,137213,True
"“Nay, if your worship can accomplish that,”",137215,137258,True
"“I shall own you for a man of skill indeed! Verily, the woman hath
been like a possessed one; and there lacks little, that I should take
in hand to drive Satan out of her with stripes.”",137285,137470,True
"“My old studies in alchemy,”",138214,138242,True
"“and my sojourn, for above a
year past, among a people well versed in the kindly properties of
simples, have made a better physician of me than many that claim the
medical degree. Here, woman! The child is yours,—she is none of
mine,—neither will she recognize my voice or aspect as a father’s.
Administer this draught, therefore, with thine own hand.”",138256,138608,True
“Wouldst thou avenge thyself on the innocent babe?”,138722,138773,True
“Foolish woman!”,138790,138806,True
"“What should ail me, to harm this misbegotten and
miserable babe? The medicine is potent for good; and were it my
child,—yea, mine own, as well as thine!—I could do no better for
it.”",138862,139045,True
"“I know not Lethe nor Nepenthe,”",139808,139840,True
"“but I have learned many
new secrets in the wilderness, and here is one of them,—a recipe that
an Indian taught me, in requital of some lessons of my own, that were
as old as Paracelsus. Drink it! It may be less soothing than a sinless
conscience. That I cannot give thee. But it will calm the swell and
heaving of thy passion, like oil thrown on the waves of a tempestuous
sea.”",139854,140233,True
"“I have thought of death,”",140465,140491,True
"“have wished for it,—would even
have prayed for it, were it fit that such as I should pray for
anything. Yet if death be in this cup, I bid thee think again, ere
thou beholdest me quaff it. See! It is even now at my lips.”",140502,140724,True
"“Drink, then,”",140726,140740,True
"“Dost
thou know me so little, Hester Prynne? Are my purposes wont to be so
shallow? Even if I imagine a scheme of vengeance, what could I do
better for my object than to let thee live,—than to give thee
medicines against all harm and peril of life,—so that this burning
shame may still blaze upon thy bosom?”",140789,141097,True
"“Live, therefore, and bear about thy
doom with thee, in the eyes of men and women,—in the eyes of him whom
thou didst call thy husband,—in the eyes of yonder child! And, that
thou mayest live, take off this draught.”",141292,141508,True
"“Hester,”",142067,142076,True
"“I ask not wherefore, nor how, thou hast fallen
into the pit, or say, rather, thou hast ascended to the pedestal of
infamy, on which I found thee. The reason is not far to seek. It was
my folly, and thy weakness. I,—a man of thought,—the bookworm of
great libraries,—a man already in decay, having given my best years
to feed the hungry dream of knowledge,—what had I to do with youth
and beauty like thine own! Misshapen from my birth-hour, how could I
delude myself with the idea that intellectual gifts might veil
physical deformity in a young girl’s fantasy! Men call me wise. If
sages were ever wise in their own behoof, I might have foreseen all
this. I might have known that, as I came out of the vast and dismal
forest, and entered this settlement of Christian men, the very first
object to meet my eyes would be thyself, Hester Prynne, standing up, a
statue of ignominy, before the people. Nay, from the moment when we
came down the old church steps together, a married pair, I might have
beheld the bale-fire of that scarlet letter blazing at the end of our
path!”",142086,143160,True
"“Thou knowest,”",143162,143177,True
"“thou knowest
that I was frank with thee. I felt no love, nor feigned any.”",143287,143362,True
"“True,”",143364,143371,True
"“It was my folly! I have said it. But, up to that
epoch of my life, I had lived in vain. The world had been so
cheerless! My heart was a habitation large enough for many guests, but
lonely and chill, and without a household fire. I longed to kindle
one! It seemed not so wild a dream,—old as I was, and sombre as I
was, and misshapen as I was,—that the simple bliss, which is
scattered far and wide, for all mankind to gather up, might yet be
mine. And so, Hester, I drew thee into my heart, into its innermost
chamber, and sought to warm thee by the warmth which thy presence made
there!”",143384,143973,True
"“I have greatly wronged thee,”",143975,144005,True
"“We have wronged each other,”",144024,144053,True
"“Mine was the first wrong,
when I betrayed thy budding youth into a false and unnatural relation
with my decay. Therefore, as a man who has not thought and
philosophized in vain, I seek no vengeance, plot no evil against thee.
Between thee and me the scale hangs fairly balanced. But, Hester, the
man lives who has wronged us both! Who is he?”",144067,144410,True
“Ask me not!”,144412,144425,True
“That thou shalt never know!”,144479,144508,True
"“Never, sayest thou?”",144510,144531,True
"“Never know him! Believe me, Hester, there
are few things,—whether in the outward world, or, to a certain depth,
in the invisible sphere of thought,—few things hidden from the man
who devotes himself earnestly and unreservedly to the solution of a
mystery. Thou mayest cover up thy secret from the prying multitude.
Thou mayest conceal it, too, from the ministers and magistrates, even
as thou didst this day, when they sought to wrench the name out of thy
heart, and give thee a partner on thy pedestal. But, as for me, I come
to the inquest with other senses than they possess. I shall seek this
man, as I have sought truth in books; as I have sought gold in
alchemy. There is a sympathy that will make me conscious of him. I
shall see him tremble. I shall feel myself shudder, suddenly and
unawares. Sooner or later, he must needs be mine!”",144597,145440,True
"“Thou wilt not reveal his name? Not the less he is mine,”",145614,145671,True
"“He
bears no letter of infamy wrought into his garment, as thou dost; but
I shall read it on his heart. Yet fear not for him! Think not that I
shall interfere with Heaven’s own method of retribution, or, to my own
loss, betray him to the gripe of human law. Neither do thou imagine
that I shall contrive aught against his life; no, nor against his
fame, if, as I judge, he be a man of fair repute. Let him live! Let
him hide himself in outward honor, if he may! Not the less he shall be
mine!”",145747,146240,True
"“Thy acts are like mercy,”",146242,146268,True
"“But
thy words interpret thee as a terror!”",146307,146350,True
"“One thing, thou that wast my wife, I would enjoin upon thee,”",146352,146414,True
"“Thou hast kept the secret of thy paramour.
Keep, likewise, mine! There are none in this land that know me.
Breathe not, to any human soul, that thou didst ever call me husband!
Here, on this wild outskirt of the earth, I shall pitch my tent; for,
elsewhere a wanderer, and isolated from human interests, I find here a
woman, a man, a child, amongst whom and myself there exist the closest
ligaments. No matter whether of love or hate; no matter whether of
right or wrong! Thou and thine, Hester Prynne, belong to me. My home
is where thou art, and where he is. But betray me not!”",146438,147019,True
“The Eyes of the wrinkled Scholar glowed”,147036,147077,True
“Wherefore dost thou desire it?”,147080,147112,True
"“Why not announce thyself
openly, and cast me off at once?”",147185,147244,True
"“It may be,”",147246,147258,True
"“because I will not encounter the dishonor
that besmirches the husband of a faithless woman. It may be for other
reasons. Enough, it is my purpose to live and die unknown. Let,
therefore, thy husband be to the world as one already dead, and of
whom no tidings shall ever come. Recognize me not, by word, by sign,
by look! Breathe not the secret, above all, to the man thou wottest
of. Shouldst thou fail me in this, beware! His fame, his position, his
life, will be in my hands. Beware!”",147271,147758,True
"“I will keep thy secret, as I have his,”",147760,147800,True
“Swear it!”,147815,147826,True
"“And now, Mistress Prynne,”",147865,147892,True
"“I leave thee alone; alone with thy infant, and
the scarlet letter! How is it, Hester? Doth thy sentence bind thee to
wear the token in thy sleep? Art thou not afraid of nightmares and
hideous dreams?”",147956,148157,True
“Why dost thou smile so at me?”,148159,148190,True
"“Art thou like the Black Man that haunts the
forest round about us? Hast thou enticed me into a bond that will
prove the ruin of my soul?”",148248,148386,True
"“Not thy soul,”",148388,148403,True
"“No, not thine!”",148437,148453,True
“What evil thing is at hand?”,166787,166816,True
"“Behold, Hester, here is a
companion!”",167345,167383,True
"“Pearl,”",169414,169422,True
"“O
Father in Heaven,—if Thou art still my Father,—what is this being
which I have brought into the world!”",182919,183025,True
"“Child, what art thou?”",186545,186568,True
"“O, I am your little Pearl!”",186588,186616,True
"“Art thou my child, in very truth?”",186809,186844,True
“Yes; I am little Pearl!”,187148,187173,True
“Thou art not my child! Thou art no Pearl of mine!”,187218,187269,True
"“Tell me, then, what
thou art, and who sent thee hither.”",187407,187464,True
"“Tell me, mother!”",187466,187484,True
“Do thou tell me!”,187574,187592,True
“Thy Heavenly Father sent thee!”,187594,187626,True
“He did not send me!”,187889,187910,True
"“I have no Heavenly
Father!”",187934,187962,True
"“Hush, Pearl, hush! Thou must not talk so!”",187964,188007,True
"“He sent us all into this world. He sent even me,
thy mother. Then, much more, thee! Or, if not, thou strange and elfish
child, whence didst thou come?”",188050,188202,True
“Tell me! Tell me!”,188204,188223,True
“It is thou that must tell me!”,188305,188336,True
"“Behold, verily, there is the woman of the scarlet letter; and, of a
truth, moreover, there is the likeness of the scarlet letter running
along by her side! Come, therefore, and let us fling mud at them!”",194042,194246,True
"“No, my little Pearl!”",196378,196400,True
"“Thou must gather thine own
sunshine. I have none to give thee!”",196418,196482,True
“Is the worshipful Governor Bellingham within?”,197169,197216,True
"“Yea, forsooth,”",197235,197251,True
"“Yea, his honorable worship is within. But he hath
a godly minister or two with him, and likewise a leech. Ye may not see
his worship now.”",197396,197535,True
"“Nevertheless, I will enter,”",197537,197566,True
"“Mother,”",201128,201137,True
“I see you here. Look! Look!”,201149,201178,True
"“Come along, Pearl,”",201932,201952,True
"“Come and look into
this fair garden. It may be we shall see flowers there; more beautiful
ones than we find in the woods.”",201981,202104,True
"“Hush, child, hush!”",203247,203267,True
"“Do not cry, dear
little Pearl! I hear voices in the garden. The Governor is coming, and
gentlemen along with him!”",203296,203411,True
“What have we here?”,206565,206585,True
"“I profess, I have never seen
the like, since my days of vanity, in old King James’s time, when I
was wont to esteem it a high favor to be admitted to a court mask!
There used to be a swarm of these small apparitions, in holiday time;
and we called them children of the Lord of Misrule. But how gat such a
guest into my hall?”",206675,207001,True
"“Ay, indeed!”",207003,207016,True
"“What little bird of scarlet
plumage may this be? Methinks I have seen just such figures, when the
sun has been shining through a richly painted window, and tracing out
the golden and crimson images across the floor. But that was in the
old land. Prithee, young one, who art thou, and what has ailed thy
mother to bedizen thee in this strange fashion? Art thou a Christian
child,—ha? Dost know thy catechism? Or art thou one of those naughty
elfs or fairies, whom we thought to have left behind us, with other
relics of Papistry, in merry old England?”",207044,207596,True
"“I am mother’s child,”",207598,207620,True
"“and my name is
Pearl!”",207650,207673,True
"“Pearl?—Ruby, rather!—or Coral!—or Red Rose, at the very least,
judging from thy hue!”",207675,207761,True
"“But where is
this mother of thine? Ah! I see,”",207865,207912,True
"“This is the selfsame child of whom we have
held speech together; and behold here the unhappy woman, Hester
Prynne, her mother!”",207971,208099,True
“Sayest thou so?”,208101,208118,True
"“Nay, we might have judged that
such a child’s mother must needs be a scarlet woman, and a worthy type
of her of Babylon! But she comes at a good time; and we will look into
this matter forthwith.”",208139,208336,True
"“Hester Prynne,”",126952,126968,True
"“there hath been much question
concerning thee, of late. The point hath been weightily discussed,
whether we, that are of authority and influence, do well discharge our
consciences by trusting an immortal soul, such as there is in yonder
child, to the guidance of one who hath stumbled and fallen, amid the
pitfalls of this world. Speak thou, the child’s own mother! Were it
not, thinkest thou, for thy little one’s temporal and eternal welfare
that she be taken out of thy charge, and clad soberly, and disciplined
strictly, and instructed in the truths of heaven and earth? What canst
thou do for the child, in this kind?”",208528,209152,True
“I can teach my little Pearl what I have learned from this!”,209154,209214,True
"“Woman, it is thy badge of shame!”",209276,209310,True
"“It
is because of the stain which that letter indicates, that we would
transfer thy child to other hands.”",209341,209447,True
"“Nevertheless,”",209449,209464,True
"“this badge hath taught me—it daily teaches me—it is teaching me at
this moment—lessons whereof my child may be the wiser and better,
albeit they can profit nothing to myself.”",209516,209692,True
"“We will judge warily,”",209694,209717,True
"“and look well what we are
about to do. Good Master Wilson, I pray you, examine this
Pearl,—since that is her name,—and see whether she hath had such
Christian nurture as befits a child of her age.”",209735,209933,True
"“Pearl,”",169414,169422,True
"“thou must take heed to
instruction, that so, in due season, thou mayest wear in thy bosom the
pearl of great price. Canst thou tell me, my child, who made thee?”",210505,210667,True
“This is awful!”,212502,212518,True
"“Here is a
child of three years old, and she cannot tell who made her! Without
question, she is equally in the dark as to her soul, its present
depravity, and future destiny! Methinks, gentlemen, we need inquire no
further.”",212623,212847,True
“God gave me the child!”,213187,213211,True
"“He gave her in requital of all
things else, which ye had taken from me. She is my happiness!—she is
my torture, none the less! Pearl keeps me here in life! Pearl punishes
me too! See ye not, she is the scarlet letter, only capable of being
loved, and so endowed with a million-fold the power of retribution for
my sin? Ye shall not take her! I will die first!”",213223,213584,True
“Look thou to it! I will not lose the child!”,213601,213646,True
"“My poor woman,”",213649,213665,True
"“the child shall be
well cared for!—far better than thou canst do it!”",213700,213770,True
"“God gave her into my keeping,”",213772,213803,True
“I will not give her up!”,213866,213891,True
“Speak thou for me!”,214060,214080,True
"“Thou wast my
pastor, and hadst charge of my soul, and knowest me better than these
men can. I will not lose the child! Speak for me! Thou knowest,—for
thou hast sympathies which these men lack!—thou knowest what is in my
heart, and what are a mother’s rights, and how much the stronger they
are, when that mother has but her child and the scarlet letter! Look
thou to it! I will not lose the child! Look to it!”",214092,214504,True
"“There is truth in what she says,”",215069,215103,True
"“truth in what Hester says, and in the
feeling which inspires her! God gave her the child, and gave her, too,
an instinctive knowledge of its nature and requirements,—both
seemingly so peculiar,—which no other mortal being can possess. And,
moreover, is there not a quality of awful sacredness in the relation
between this mother and this child?”",215238,215584,True
"“Ay!—how is that, good Master Dimmesdale?”",215586,215628,True
"“Make that plain, I pray you!”",215655,215685,True
"“It must be even so,”",215687,215708,True
"“For, if we deem it
otherwise, do we not thereby say that the Heavenly Father, the Creator
of all flesh, hath lightly recognized a deed of sin, and made of no
account the distinction between unhallowed lust and holy love? This
child of its father’s guilt and its mother’s shame hath come from the
hand of God, to work in many ways upon her heart, who pleads so
earnestly, and with such bitterness of spirit, the right to keep her.
It was meant for a blessing; for the one blessing of her life! It was
meant, doubtless, as the mother herself hath told us, for a
retribution too; a torture to be felt at many an unthought-of moment;
a pang, a sting, an ever-recurring agony, in the midst of a troubled
joy! Hath she not expressed this thought in the garb of the poor
child, so forcibly reminding us of that red symbol which sears her
bosom?”",215731,216570,True
"“Well said, again!”",216572,216591,True
"“I feared the woman had no
better thought than to make a mountebank of her child!”",216615,216697,True
"“O, not so!—not so!”",216699,216719,True
"“She recognizes,
believe me, the solemn miracle which God hath wrought, in the
existence of that child. And may she feel, too,—what, methinks, is
the very truth,—that this boon was meant, above all things else, to
keep the mother’s soul alive, and to preserve her from blacker depths
of sin into which Satan might else have sought to plunge her!
Therefore it is good for this poor, sinful woman that she hath an
infant immortality, a being capable of eternal joy or sorrow,
confided to her care,—to be trained up by her to righteousness,—to
remind her, at every moment, of her fall,—but yet to teach her, as it
were by the Creator’s sacred pledge, that, if she bring the child to
heaven, the child also will bring its parent thither! Herein is the
sinful mother happier than the sinful father. For Hester Prynne’s
sake, then, and no less for the poor child’s sake, let us leave them
as Providence hath seen fit to place them!”",216746,217672,True
"“You speak, my friend, with a strange earnestness,”",217674,217725,True
"“And there is a weighty import in what my young brother hath spoken,”",217773,217842,True
"“What say you, worshipful Master
Bellingham? Hath he not pleaded well for the poor woman?”",217874,217964,True
"“Indeed hath he,”",217966,217983,True
"“and hath adduced such
arguments, that we will even leave the matter as it now stands; so
long, at least, as there shall be no further scandal in the woman.
Care must be had, nevertheless, to put the child to due and stated
examination in the catechism, at thy hands or Master Dimmesdale’s.
Moreover, at a proper season, the tithing-men must take heed that she
go both to school and to meeting.”",218009,218404,True
"“Is
that my Pearl?”",218938,218957,True
"“The little baggage hath witchcraft in her, I profess,”",219687,219742,True
“She needs no old woman’s broomstick to fly withal!”,219770,219822,True
“A strange child!”,219824,219842,True
"“It is easy to
see the mother’s part in her. Would it be beyond a philosopher’s
research, think ye, gentlemen, to analyze that child’s nature, and,
from its make and mould, to give a shrewd guess at the father?”",219877,220088,True
"“Nay; it would be sinful, in such a question, to follow the clew of
profane philosophy,”",220090,220178,True
"“Better to fast and pray upon
it; and still better, it may be, to leave the mystery as we find it,
unless Providence reveal it of its own accord. Thereby, every good
Christian man hath a title to show a father’s kindness towards the
poor, deserted babe.”",220196,220450,True
"“Hist, hist!”",220826,220839,True
"“Wilt thou go
with us to-night? There will be a merry company in the forest; and I
wellnigh promised the Black Man that comely Hester Prynne should make
one.”",220947,221105,True
"“Make my excuse to him, so please you!”",221107,221146,True
"“I must tarry at home, and keep watch over my little
Pearl. Had they taken her from me, I would willingly have gone with
thee into the forest, and signed my name in the Black Man’s book too,
and that with mine own blood!”",221189,221410,True
“We shall have thee there anon!”,221412,221444,True
"“I need no medicine,”",229691,229712,True
“dealt with him”,230182,230198,True
"“Were it God’s will,”",230348,230369,True
"“I could be well content, that my labors, and my
sorrows, and my sins, and my pains, should shortly end with me, and
what is earthly of them be buried in my grave, and the spiritual go
with me to my eternal state, rather than that you should put your
skill to the proof in my behalf.”",230500,230784,True
"“Ah,”",230786,230791,True
"“it is thus that a
young clergyman is apt to speak. Youthful men, not having taken a deep
root, give up their hold of life so easily! And saintly men, who walk
with God on earth, would fain be away, to walk with him on the golden
pavements of the New Jerusalem.”",230903,231165,True
"“Nay,”",231167,231173,True
"“were I worthier to walk
there, I could be better content to toil here.”",231279,231351,True
"“Good men ever interpret themselves too meanly,”",231353,231401,True
"“This man,”",244304,244315,True
"“pure as they
deem him,—all spiritual as he seems,—hath inherited a strong animal
nature from his father or his mother. Let us dig a little further in
the direction of this vein!”",244357,244536,True
"“Where,”",246625,246633,True
"“where, my kind doctor,
did you gather those herbs, with such a dark, flabby leaf?”",246802,246885,True
"“Even in the graveyard here at hand,”",246887,246924,True
"“They are new to me. I found them growing
on a grave, which bore no tombstone, nor other memorial of the dead
man, save these ugly weeds, that have taken upon themselves to keep
him in remembrance. They grew out of his heart, and typify, it may be,
some hideous secret that was buried with him, and which he had done
better to confess during his lifetime.”",246976,247332,True
"“Perchance,”",247334,247346,True
"“he earnestly desired it, but could
not.”",247368,247409,True
“And wherefore?”,247411,247427,True
"“Wherefore not; since all the
powers of nature call so earnestly for the confession of sin, that
these black weeds have sprung up out of a buried heart, to make
manifest an unspoken crime?”",247452,247641,True
"“That, good Sir, is but a fantasy of yours,”",247643,247687,True
"“There can be, if I forebode aright, no power, short of the Divine
mercy, to disclose, whether by uttered words, or by type or emblem,
the secrets that may be buried with a human heart. The heart, making
itself guilty of such secrets, must perforce hold them, until the day
when all hidden things shall be revealed. Nor have I so read or
interpreted Holy Writ, as to understand that the disclosure of human
thoughts and deeds, then to be made, is intended as a part of the
retribution. That, surely, were a shallow view of it. No; these
revelations, unless I greatly err, are meant merely to promote the
intellectual satisfaction of all intelligent beings, who will stand
waiting, on that day, to see the dark problem of this life made plain.
A knowledge of men’s hearts will be needful to the completest solution
of that problem. And I conceive, moreover, that the hearts holding
such miserable secrets as you speak of will yield them up, at that
last day, not with reluctance, but with a joy unutterable.”",247710,248717,True
“Then why not reveal them here?”,248719,248751,True
"“Why should not the guilty ones sooner
avail themselves of this unutterable solace?”",248819,248903,True
"“They mostly do,”",248905,248922,True
