Quote,Start Location,End Location,Is Quote
"“that to know them one
must live with them. An occasional saunter through them, keeping to the
well-trodden paths, will never admit us to their intimacy. If we wish
to be friends we must seek them out and win them by frequent, reverent
visits at all hours; by morning, by noon, and by night; and at all
seasons, in spring, in summer, in autumn, in winter. Otherwise we can
never really know them and any pretence we may make to the contrary
will never impose on them. They have their own effective way of keeping
aliens at a distance and shutting their hearts to mere casual
sightseers. It is of no use to seek the woods from any motive except
sheer love of them; they will find us out at once and hide all their
sweet, old-world secrets from us. But if they know we come to them
because we love them they will be very kind to us and give us such
treasures of beauty and delight as are not bought or sold in any
market-place. For the woods, when they give at all, give unstintedly
and hold nothing back from their true worshippers. We must go to them
lovingly, humbly, patiently, watchfully, and we shall learn what
poignant loveliness lurks in the wild places and silent intervals,
lying under starshine and sunset, what cadences of unearthly music are
harped on aged pine boughs or crooned in copses of fir, what delicate
savours exhale from mosses and ferns in sunny corners or on damp
brooklands, what dreams and myths and legends of an older time haunt
them. Then the immortal heart of the woods will beat against ours and
its subtle life will steal into our veins and make us its own forever,
so that no matter where we go or how widely we wander we shall yet be
drawn back to the forest to find our most enduring kinship.”",33250,34979,True
"“Doss,”",34981,34988,True
"“what are you doing all
by yourself in that room?”",35028,35078,True
“What do you want to go uptown for?”,35661,35697,True
“I want to get a book from the library.”,35720,35760,True
“You got a book from the library only last week.”,35762,35811,True
"“No, it was four weeks.”",35813,35837,True
“Four weeks. Nonsense!”,35839,35862,True
"“Really it was, Mother.”",35864,35888,True
"“You are mistaken. It cannot possibly have been more than two weeks. I
dislike contradiction. And I do not see what you want to get a book
for, anyhow. You waste too much time reading.”",35890,36075,True
“Of what value is my time?”,36077,36104,True
“Doss! Don’t speak in that tone to _me_.”,36130,36171,True
"“We need some tea,”",36173,36192,True
"“She might go and get that if
she wants a walk—though this damp weather is bad for colds.”",36215,36305,True
“Got your rubbers on?”,36445,36467,True
“Yes.”,36623,36629,True
“Have you got your flannel petticoat on?”,36631,36672,True
“No.”,36696,36701,True
"“Doss, I really do not understand you. Do you want to catch your death
of cold _again_?”",36703,36791,True
“Go upstairs this minute and put it on!”,36865,36905,True
"“Mother, I don’t _need_ a flannel petticoat. My sateen one is warm
enough.”",36907,36982,True
"“Doss, remember you had bronchitis two years ago. Go and do as you are
told!”",36984,37061,True
"“married
money”",37399,37414,True
“Are you sure you didn’t leave the soap in the water?”,37467,37521,True
"“I don’t envy Jennie the man,”",38281,38311,True
"“but I _do_ envy her the house.
It’s such a nice young house. Oh, if I could only have a house of my
own—ever so poor, so tiny—but my own! But then,”",38385,38534,True
"“there is no use in yowling for the moon when you can’t even get a
tallow candle.”",38555,38637,True
"“a chance,”",40452,40463,True
"“Why,”",40739,40745,True
"“are
young ladies like bad grammarians?”",40805,40845,True
“I don’t know. Why?”,40927,40947,True
"“Because,”",40949,40959,True
“they can’t decline matrimony.”,40985,41016,True
“Who is that?”,41224,41238,True
"“Valancy Stirling—one of the Deerwood
old maids.”",41257,41306,True
“Curable or incurable?”,41307,41330,True
"“Twenty-nine,”",41472,41486,True
"“Dear me, Doss, you’re
dangerously near the second corner and not even thinking of getting
married yet. Twenty-nine. It seems impossible.”",41514,41652,True
"“How
time does fly!”",41719,41739,True
"“_I_ think it _crawls_,”",41741,41765,True
“What two ages are apt to prove illusory?”,42080,42122,True
"“give it up,”",42177,42190,True
"“Mir-age and
marriage.”",42201,42224,True
"“M-i-r-a-g-e is pronounced _mirazh_,”",42226,42263,True
"“Poor Doss is taking it hard,”",42519,42549,True
"“to
_me_!”",42758,42768,True
"“I’ve held my tongue for twenty years,”",42815,42854,True
"“Why couldn’t
I have held it once more?”",42872,42912,True
"“Oh,”",43402,43407,True
"“I’m so sorry for you. You
haven’t got a beau.”",43442,43489,True
“I don’t _want_ a beau.”,43561,43585,True
"“I’m going to be honest with myself anyhow,”",43652,43696,True
"“Uncle Benjamin’s riddles hurt me because they are true. I _do_ want to
be married. I want a house of my own—I want a husband of my own—I want
sweet, little fat _babies_ of my own—”",43719,43900,True
"“Little boy, come up here.”",44503,44530,True
"“Little boy,”",44718,44731,True
“come up here at once!”,44815,44838,True
"“Little boy, take off your hat.”",45180,45212,True
"“Little boy, go back to your seat and _always_ take off your hat in
church. _Remember_!”",45357,45445,True
"“Doss,”",34981,34988,True
"“what do you mean by taking off your hat?
Put it on instantly!”",45572,45635,True
"“His latest—all
about birds,”",46421,46450,True
"“_Fear is the original sin_,”",47674,47703,True
"“_Almost all the evil
in the world has its origin in the fact that some one is afraid of
something_. It is a cold, slimy serpent coiling about you. It is
horrible to live with fear; and it is of all things degrading.”",47723,47940,True
“‘Lo—yes—yes—_what_?—yes—yes”,48723,48752,True
“My God!”,48770,48779,True
"“The doctor forgot all about me,”",49951,49984,True
"“Well, that’s too bad,”",50017,50040,True
"“But it
wasn’t much wonder, poor man. That was a telegram they ’phoned over
from the Port. His son has been terribly injured in an auto accident in
Montreal. The doctor had just ten minutes to catch the train. I don’t
know what he’ll do if anything happens to Ned—he’s just bound up in the
boy. You’ll have to come again, Miss Stirling. I hope it’s nothing
serious.”",50078,50444,True
"“Oh, no, nothing serious,”",50446,50472,True
"“there’s that
queer little old maid, Valancy Stirling. They say she never had a beau
in her whole life”",51925,52028,True
“tin Lizzie”,52328,52340,True
“up back”,52893,52902,True
"“Roaring Abel,”",53403,53418,True
"“both of them dead drunk, my dear.”",53461,53496,True
“Can’t the darning wait till tomorrow?”,55450,55489,True
"“Tomorrow will bring its own duties,”",55504,55541,True
"“Though she hasn’t hurried,”",55923,55951,True
"“She must be
twenty-five.”",55974,56000,True
"“There have not—fortunately—been many old maids in our connection,”",56002,56069,True
"“Cats are most dangerous animals,”",56259,56293,True
“I would never have a cat about the house.”,56315,56358,True
"“You can always repress a sneeze by pressing your finger on your upper
lip,”",56717,56793,True
“Doss’s rosebush.”,57471,57489,True
"“Doss, what on earth are you doing? Have you gone crazy?”",58414,58471,True
"“No,”",58473,58478,True
"“I—I just made up my mind to
cut this bush down. It is no good. It never blooms—never will bloom.”",58585,58683,True
"“That is no reason for destroying it,”",58685,58723,True
"“It
was a beautiful bush and quite ornamental. You have made a
sorry-looking thing of it.”",58753,58843,True
"“Rose trees should _bloom_,”",58845,58873,True
"“Don’t argue with _me_, Doss. Clear up that mess and leave the bush
alone. I don’t know what Georgiana will say when she sees how you have
hacked it to pieces. Really, I’m surprised at you. And to do it without
consulting _me_!”",58910,59138,True
"“The bush is mine,”",59140,59159,True
"“What’s that? What did you say, Doss?”",59179,59217,True
"“I only said the bush was mine,”",59219,59251,True
"“I certainly have made an awful-looking thing of it,”",59934,59987,True
"“You’d better go uptown and git the mail,”",60264,60306,True
"“_I_ can’t go—I feel all sorter peaky and piny this
spring. I want you to stop at the drugstore and git me a bottle of
Redfern’s Blood Bitters. There’s nothing like Redfern’s Bitters for
building a body up. Cousin James says the Purple Pills are the best,
but I know better. My poor dear husband took Redfern’s Bitters right up
to the day he died. Don’t let them charge you more’n ninety cents. I
kin git it for that at the Port. And what _have_ you been saying to
your poor mother? Do you ever stop to think, Doss, that you kin only
have one mother?”",60351,60902,True
"“One is enough for me,”",60904,60927,True
"“Miss Valancy
Stirling, Elm Street, Deerwood”",62222,62267,True
"“What,”",62541,62548,True
"“is the difference between a donkey and a
postage-stamp?”",62570,62627,True
“I don’t know. What?”,62629,62650,True
"“One you lick with a stick and the other you stick with a lick. Ha,
ha!”",62680,62752,True
“Dear Miss Sterling”,64037,64057,True
"“Dr. Trent’s housekeeper got word from him today,”",66881,66931,True
"“Mrs. Judd was talking to her uptown. They think his
son will recover, but Dr. Trent wrote that if he did he was going to
take him abroad as soon as he was able to travel and wouldn’t be back
here for a year at least.”",67033,67251,True
"“That will not matter much to _us_,”",67253,67289,True
“He is not _our_ doctor. I would not”,67324,67361,True
“have _him_ to doctor a sick cat.”,67429,67463,True
“May I go upstairs and lie down?”,67465,67498,True
"“I—I have a
headache.”",67521,67543,True
“What has given you a headache?”,67545,67577,True
"“You ain’t in the habit of having headaches. I hope you’re not taking
the mumps. Here, try a spoonful of vinegar.”",67733,67847,True
“Piffle!”,67849,67858,True
"“Are you sure you ain’t feverish, Doss? You sound like it. You go and
get right into bed,”",68105,68195,True
"“and
I’ll come up and rub your forehead and the back of your neck with
Redfern’s Liniment.”",68238,68329,True
"“I won’t be rubbed with
Redfern’s Liniment!”",68377,68421,True
“What—what do you mean?”,68468,68492,True
"“I said I wouldn’t be rubbed with Redfern’s Liniment,”",68494,68548,True
"“Horrid, sticky stuff! And it has the vilest smell of any
liniment I ever saw. It’s no good. I want to be left alone, that’s
all.”",68567,68697,True
"“She’s feverish—she _must_ be feverish,”",68750,68790,True
"“to your own mother, Doss.”",70197,70224,True
"“I’ve known them to effect a cure when _all_ the
doctors had given up”",70817,70887,True
“You are very ill. Are you prepared for what may be before you?”,71216,71280,True
"“It is not ladylike to have
feelings,”",72009,72047,True
"“I’m poor—I’m ugly—I’m a failure—and I’m near death,”",72437,72490,True
"“A deep gloom was cast over
Deerwood, etc., etc.”",72615,72664,True
"“leaves a large circle of friends to mourn, etc.,
etc., etc.”",72665,72726,True
"“I’ve never had one wholly happy hour in my life—not one,”",73280,73338,True
"“I’ve just been a colourless nonentity. I remember reading somewhere
once that there is an hour in which a woman might be happy all her life
if she could but find it. I’ve never found my hour—never, never. And I
never will now. If I could only have had that hour I’d be willing to
die.”",73352,73638,True
“stolen”,73882,73890,True
"“I have really done so few bad things that they have to keep harping on
the old ones,”",74212,74298,True
"“Why, I’ve never even had a quarrel
with any one. I haven’t an enemy. What a spineless thing I must be not
to have even one enemy!”",74316,74447,True
"“To
him that hath shall be given and from him that hath not shall be taken
even that which he hath.”",74587,74687,True
“a new girl”,74996,75008,True
"“Let’s put all our dust on Olive’s pile and make a tremendous one,”",75538,75605,True
"“Don’t take it,”",76102,76118,True
“Please don’t take it.”,76132,76155,True
“But _why_?”,76157,76169,True
"“Why won’t you help to build
Olive’s bigger?”",76195,76240,True
"“I want my own little dust-pile,”",76242,76275,True
“Jealous—you’re jealous!”,76456,76481,True
"“You were very selfish,”",76509,76533,True
"“I’ve never been able to have my own dust-pile,”",77122,77170,True
“make up.”,78195,78205,True
"“I was an excellent foil for her,”",78755,78789,True
"“Even then she knew
that.”",78807,78833,True
“say a piece”,79021,79034,True
“spoil the effect.”,80617,80636,True
"“O God, please forgive me for not speaking the truth.”",81160,81214,True
"“But, O God,
_you_ know I did speak the truth.”",81281,81328,True
"“I’ve had nothing but a second-hand existence,”",84195,84242,True
"“All
the great emotions of life have passed me by. I’ve never even had a
grief. And have I ever really loved anybody? Do I really love Mother?
No, I don’t. That’s the truth, whether it is disgraceful or not. I
don’t love her—I’ve never loved her. What’s worse, I don’t even like
her. So I don’t know anything about any kind of love. My life has been
empty—empty. Nothing is worse than emptiness. Nothing!”",84260,84665,True
“nothing”,84694,84703,True
"“I’ve been trying to please other people all my life and failed,”",85115,85180,True
"“After this I shall please myself. I shall never pretend anything
again. I’ve breathed an atmosphere of fibs and pretences and evasions
all my life. What a luxury it will be to tell the truth! I may not be
able to do much that I want to do but I won’t do another thing that I
don’t want to do. Mother can pout for weeks—I shan’t worry over it.
‘Despair is a free man—hope is a slave.’”",85191,85576,True
"“I’m sick of the fragrance of dead things,”",85854,85897,True
"“the time we first
noticed poor Valancy was—a little—you understand?”",86054,86123,True
"“She’s dippy—I tell you, she’s dippy,”",86363,86401,True
“quite right”,86687,86700,True
“Doss”,86996,87002,True
"“Oh, I forgot it was
Sunday”",87315,87343,True
"“Not going to church any more! Doss, have you absolutely taken leave——”",87724,87795,True
"“Oh, I’m going to church,”",87797,87823,True
"“I’m going to the
Presbyterian church. But to the Anglican church I will not go.”",87845,87926,True
“What have you got against the Anglican church?”,88046,88094,True
"“Nothing—only just that you’ve always made me go there. If you’d made
me go to the Presbyterian church I’d want to go to the Anglican.”",88108,88243,True
"“Is that a nice thing to say to your mother? Oh, how true it is that it
is sharper than a serpent’s tooth to have a thankless child.”",88245,88378,True
“Is that a nice thing to say to your daughter?”,88380,88427,True
“make talk”,88667,88678,True
"“Put on your brown silk dress,”",89724,89755,True
“queer”,90824,90831,True
"“Yelling and blaspheming like a fiend,”",92120,92159,True
"“I cannot understand why the judgment of the Lord has not fallen upon
that man long ere this,”",92211,92305,True
"“He’ll be picked up dead some morning—he’ll fall under his horse’s
hoofs and be trampled to death,”",92423,92522,True
"“A house like that,”",93313,93333,True
“is a blasphemy.”,93357,93374,True
“Won’t you try to remember you’re a lady?”,93683,93725,True
"“Oh, if there were only any hope of being able to forget it!”",93740,93801,True
"“Bless this food to our use and consecrate our lives to Thy service,”",93909,93978,True
“flippant.”,94095,94106,True
"“we should always have known she was not
entirely _right_ with eyes like that”",94583,94661,True
“family reunion”,94899,94915,True
“filled in.”,94979,94991,True
"“She has no social presence whatever,”",95262,95300,True
“What herb is most injurious to a young lady’s beauty?”,96004,96059,True
"“loosening things up a
bit,”",96118,96146,True
“What?”,96206,96213,True
"“Thyme,”",96311,96319,True
“What an old humbug you are!”,97632,97661,True
"“I wonder what would happen to your face if you ever smiled,”",97915,97976,True
“real tasty.”,98395,98408,True
"“one of the
fair Stirlings”",99441,99468,True
"“eyes about as intelligent as a fish’s,”",99544,99584,True
“Looks like a cartoon of himself.”,99602,99636,True
"“stupidly
good.”",100292,100308,True
"“Why can’t you hold yourself like Olive, Doss? Why
can’t you stand correctly like Olive, Doss? Why can’t you speak
prettily like Olive, Doss? Why can’t you make an effort, Doss?”",100613,100791,True
“a stunning girl.”,101220,101238,True
"“A woman with dimples always gets her own
way,”",101941,101988,True
"“one of the Port
Lawrence Prices.”",103042,103076,True
“persecute”,103888,103899,True
"“I don’t know what the poor idiots see in me, that drives them to make
such double idiots of themselves,”",104082,104187,True
"“I don’t either,”",104244,104261,True
"“And yet,”",104493,104503,True
"“she’s like a dewless morning. There’s _something_
lacking.”",104577,104637,True
"“Mary,
will you have a little lamb?”",105195,105231,True
"“It spoiled the set. I could never get it matched. And it was my
wedding-present from dear old Aunt Matilda.”",105644,105753,True
"“which of us
will be the next to pass away.”",105952,105996,True
“die.”,106051,106057,True
"“squeezed some of them actually to death, my
dear.”",106263,106314,True
"“Boys will be boys,”",106316,106336,True
"“But they needn’t be ramping, rampageous animals,”",106373,106423,True
"“one of those shy, plain girls who can’t get husbands,”",106657,106712,True
“the greatest happiness.”,106904,106929,True
“the greatest happiness.”,106904,106929,True
"“a
loving and beloved wife and mother.”",107071,107110,True
"“to have her dear, dead brother
Richard back.”",107394,107440,True
“the poetry of life”,107518,107538,True
"“We
are all too prone,”",107901,107924,True
"“to live in selfishness, worldliness and sin.”",107998,108044,True
"“The greatest happiness,”",108192,108217,True
"“is to
sneeze when you want to.”",108256,108288,True
"“Doss,”",34981,34988,True
"“what is the difference between a young girl and
an old maid?”",108720,108782,True
"“One is happy and careless and the other is cappy and hairless,”",108784,108848,True
"“You have asked that riddle at least fifty times in my
recollection, Uncle Ben. Why don’t you hunt up some new riddles if
riddle you _must_? It is such a fatal mistake to try to be funny if you
don’t succeed.”",108863,109072,True
"“Just a little below the Catholic church,”",109759,109801,True
“Is that a vital part?”,109903,109926,True
“What do you mean?”,109943,109962,True
"“Doss, you are horribly thin,”",110158,110188,True
"“You are _all_ corners. Do you
_ever_ try to fatten up a little?”",110199,110264,True
“No.”,36696,36701,True
"“But I can tell you
where you’ll find a beauty parlor in Port Lawrence where they can
reduce the number of your chins.”",110317,110436,True
“_Val-an-cy_!”,110438,110452,True
“Doss.”,110618,110625,True
"“She’s feverish,”",110627,110644,True
“We’ve thought she’s seemed feverish for several days.”,110708,110763,True
"“She’s gone dippy, in my opinion,”",110765,110799,True
"“If not, she
ought to be spanked. Yes, spanked.”",110824,110872,True
“You can’t spank her.”,110874,110896,True
"“She’s
twenty-nine years old.”",110932,110962,True
"“So there is that advantage, at least, in being twenty-nine,”",110964,111025,True
"“Doss,”",34981,34988,True
"“when I am dead you may say what you
please. As long as I am alive I demand to be treated with respect.”",111104,111208,True
"“Oh, but you know we’re all dead,”",111210,111244,True
"“the whole Stirling
clan. Some of us are buried and some aren’t—yet. That is the only
difference.”",111259,111357,True
"“Doss,”",34981,34988,True
"“do you
remember the time you stole the raspberry jam?”",111419,111474,True
"“Of course I do,”",111603,111620,True
"“It was good jam. I’ve always been sorry I
hadn’t time to eat more of it before you found me. Oh, _look_ at Aunt
Isabel’s profile on the wall. Did you ever see anything so funny?”",111631,111810,True
"“I—I wouldn’t eat any more
if I were you, Doss. It isn’t that I grudge it—but don’t you think it
would be better for yourself? Your—your stomach seems a little out of
order.”",111923,112097,True
"“Don’t worry about my stomach, old dear,”",112099,112140,True
"“It is all
right. I’m going to keep right on eating. It’s so seldom I get the
chance of a satisfying meal.”",112155,112262,True
“old dear”,112310,112320,True
“What _has_ he done?”,113910,113931,True
“Done! Done! He’s done _everything_.”,114029,114066,True
“_What_ has he done?”,114068,114089,True
"“What do you _know_
that he has done? You’re always running him down. And what has ever
been proved against him?”",114119,114232,True
"“I don’t argue with women,”",114234,114261,True
"“And I don’t need
proof. When a man hides himself up there on an island in Muskoka, year
in and year out, and nobody can find out where he came from or how he
lives, or what he does there, _that’s_ proof enough. Find a mystery and
you find a crime.”",114285,114534,True
“The very idea of a man named Snaith!”,114536,114574,True
"“Why,
the name itself is enough to condemn him!”",114601,114649,True
"“I wouldn’t like to meet him in a dark lane,”",114651,114696,True
“What do you suppose he would do to you?”,114725,114766,True
"“Murder me,”",114783,114795,True
“Just for the fun of it?”,114829,114854,True
"“Exactly,”",114875,114885,True
"“When there is so much
smoke there must be some fire. I was afraid he was a criminal when he
came here first. I _felt_ he had something to hide. I am not often
mistaken in my intuitions.”",114924,115111,True
"“Criminal! Of course he’s a criminal,”",115113,115151,True
"“Nobody
doubts it”",115175,115193,True
"“Why, they say he served a term in the
penitentiary for embezzlement. I don’t doubt it. And they say he’s in
with that gang that are perpetrating all those bank robberies round the
country.”",115214,115404,True
“_Who_ say?”,115406,115418,True
"“He has the identical look of a jail-bird,”",115560,115603,True
"“I
noticed it the first time I saw him.”",115628,115668,True
"“‘A fellow by the hand of nature marked,
Quoted and signed to do a deed of shame’,”",115670,115753,True
"“One of his eyebrows is an arch and the other is a triangle,”",115907,115968,True
“Is _that_ why you think him so villainous?”,115983,116027,True
"“How do _you_ know his eyebrows so well, Doss?”",116174,116221,True
"“Yes, how?”",116348,116359,True
"“I’ve seen him twice and I looked at him closely,”",116387,116437,True
“I thought his face the most interesting one I ever saw.”,116463,116520,True
"“There is no doubt there is something fishy in the creature’s past
life,”",116522,116595,True
"“But he
can hardly be guilty of _everything_ he’s accused of, you know.”",116717,116789,True
"“They say he keeps dozens of cats in that hut up back on Mistawis,”",117013,117080,True
"“That alone shows there is something wrong with him,”",117279,117332,True
"“People who don’t like cats,”",117355,117384,True
"“always seem to think that there is some peculiar virtue in
not liking them.”",117436,117513,True
"“The man hasn’t a friend except Roaring Abel,”",117515,117561,True
"“And if Roaring Abel had kept away from him, as everybody else did, it
would have been better for—for some members of his family.”",117585,117715,True
"“If you mean,”",117891,117905,True
"“that Barney Snaith is the
father of Cecily Gay’s child, he _isn’t_. It’s a wicked lie.”",117933,118021,True
“Hush—hush!”,118530,118542,True
"“I don’t mean to hush,”",118570,118593,True
"“I’ve hush—hushed all
my life. I’ll scream if I want to. Don’t make me want to. And stop
talking nonsense about Barney Snaith.”",118619,118746,True
"“When _I_ was a young girl I never thought or spoke about such matters,
Doss,”",119559,119637,True
"“But I’m not a young girl,”",119673,119700,True
"“Aren’t you
always rubbing that into me? And you are all evil-minded, senseless
gossips. Can’t you leave poor Cissy Gay alone? She’s dying. Whatever
she did, God or the Devil has punished her enough for it. _You_ needn’t
take a hand, too. As for Barney Snaith, the only crime he has been
guilty of is living to himself and minding his own business. He can, it
seems, get along without you. Which _is_ an unpardonable sin, of
course, in your little snobocracy.”",119730,120190,True
"“Valancy, your poor father would turn over in his grave if he could
hear you,”",120351,120429,True
"“I dare say he would like that for a change,”",120452,120497,True
"“Doss,”",34981,34988,True
"“the Ten Commandments are fairly up
to date still—especially the fifth. Have you forgotten that?”",120556,120653,True
"“No,”",58473,58478,True
"“but I thought _you_ had—especially the ninth. Have
you ever thought, Uncle James, how dull life would be without the Ten
Commandments? It is only when things are forbidden that they become
fascinating.”",120675,120878,True
"“I am going home now. I only came for the dinner. It was very good,
Aunt Alberta, although your salad-dressing is not salt enough and a
dash of cayenne would improve it.”",121071,121241,True
"“She’s feverish—I’ve said right along she was feverish,”",121385,121441,True
"“She’s dippy—I tell you she’s gone dippy,”",121543,121585,True
"“That’s
all there is about it. Clean dippy.”",121606,121650,True
"“Oh, Benjamin,”",121652,121667,True
"“don’t condemn her
too rashly. We _must_ remember what dear old Shakespeare says—that
charity thinketh no evil.”",121702,121814,True
“Charity! Poppy-cock!”,121816,121838,True
"“I never heard a young
woman talk such stuff in my life as she just did. Talking about things
she ought to be ashamed to think of, much less mention. Blaspheming!
Insulting _us_! What she wants is a generous dose of spank-weed and I’d
like to be the one to administer it. H-uh-h-h-h!”",121863,122147,True
“Do you suppose that the mumps could work on a person that way?”,122214,122278,True
"“I opened an umbrella in the house yesterday,”",122304,122350,True
“I _knew_ it betokened some misfortune.”,122377,122417,True
“Have you tried to find out if she has a temperature?”,122419,122473,True
"“She wouldn’t let Amelia put the thermometer under her tongue,”",122497,122560,True
"“I must tell you,”",122654,122672,True
"“that Valancy has been acting very
strangely for over two weeks now. She hasn’t been a bit like
herself—Christine could tell you. I have hoped against hope that it was
only one of her colds coming on. But it is—it must be something worse.”",122685,122924,True
"“This is bringing on my neuritis again,”",122926,122966,True
"“Don’t cry, Amelia,”",123018,123038,True
“family ructions.”,123111,123129,True
"“You’ll have to take her to a doctor. This may be only
a—er—a brainstorm. There are such things as brainstorms nowadays,
aren’t there?”",123238,123373,True
"“I—I suggested consulting a doctor to her yesterday,”",123375,123428,True
"“And she said she wouldn’t go to a doctor—wouldn’t. Oh,
surely I have had trouble enough!”",123452,123542,True
"“And she _won’t_ take Redfern’s Bitters,”",123544,123585,True
"“Or _anything_,”",123609,123625,True
"“And she’s determined to go to the Presbyterian church,”",123648,123704,True
"“That proves she’s dippy,”",123802,123828,True
"“I noticed something
strange about her the minute she came in today. I noticed it _before_
today.”",123853,123951,True
“m-i-r-a-z-h.”,123984,123998,True
"“Everything she
said today showed an unbalanced mind. That question—‘Was it a vital
part?’ Was there any sense at all in that remark? None whatever! There
never was anything like that in the Stirlings. It must be from the
Wansbarras.”",124000,124234,True
"“I never heard of anything like that in the Wansbarras,”",124290,124346,True
"“Your father was odd enough,”",124360,124389,True
"“Poor Pa was—peculiar,”",124412,124435,True
"“but his
mind was never affected.”",124471,124505,True
"“He talked all his life exactly as Valancy did today,”",124507,124561,True
"“And he believed he was his own great-great grandfather born
over again. I’ve heard him say it. Don’t tell _me_ that a man who
believed a thing like _that_ was ever in his right senses. Come, come,
Amelia, stop sniffling. Of course Doss has made a terrible exhibition
of herself today, but she’s not responsible. Old maids are apt to fly
off at a tangent like that. If she had been married when she should
have been she wouldn’t have got like this.”",124587,125036,True
"“Nobody wanted to marry her,”",125038,125067,True
"“Well, fortunately there’s no outsider here,”",125146,125191,True
"“We may keep it in the family yet. I’ll take her over to see Dr. Marsh
tomorrow. _I_ know how to deal with pig-headed people. Won’t that be
best, James?”",125216,125369,True
"“We must have medical advice certainly,”",125371,125411,True
"“Well, that’s settled. In the meantime, Amelia, act as if nothing had
happened and keep an eye on her. Don’t let her be alone. Above all,
don’t let her sleep alone.”",125433,125598,True
"“I can’t help it. Night before last I suggested she’d better have
Christine sleep with her. She positively refused—_and locked her door_.
Oh, you don’t know how she’s changed. She won’t work. At least, she
won’t sew. She does her usual housework, of course. But she wouldn’t
sweep the parlour yesterday morning, though we _always_ sweep it on
Thursdays. She said she’d wait till it was dirty. ‘Would you rather
sweep a dirty room than a clean one?’ I asked her. She said, ‘Of
course. I’d see something for my labour then.’ Think of it!”",125639,126175,True
“The jar of potpourri”,126208,126230,True
"“has
disappeared from her room. I found the pieces in the next lot. She
won’t tell us what happened to it.”",126272,126379,True
"“I should never have dreamed it of Doss,”",126381,126422,True
"“She has
always seemed such a quiet, sensible girl. A bit backward—but
sensible.”",126443,126524,True
"“The only thing you can be sure of in this world is the multiplication
table,”",126526,126604,True
"“Well, let’s cheer up,”",126652,126675,True
